assessmentId,internalTaxonId,scientificName,code,name,note
3524962,132988,Acropora longicyathus,3.4.2,Genome resource bank,
3524962,132988,Acropora longicyathus,2.3,Habitat & natural process restoration,
3524962,132988,Acropora longicyathus,1.1,Site/area protection,
3530977,133060,Goniastrea favulus,3.2,Species recovery,
3530977,133060,Goniastrea favulus,3.4.1,Captive breeding/artificial propagation,
3530977,133060,Goniastrea favulus,2.1,Site/area management,
3530977,133060,Goniastrea favulus,3.4.2,Genome resource bank,
3530977,133060,Goniastrea favulus,2.3,Habitat & natural process restoration,
3530977,133060,Goniastrea favulus,1.1,Site/area protection,
3534237,133003,Leptastrea bewickensis,3.2,Species recovery,
3534237,133003,Leptastrea bewickensis,3.4.1,Captive breeding/artificial propagation,
3534237,133003,Leptastrea bewickensis,2.1,Site/area management,
3534237,133003,Leptastrea bewickensis,3.4.2,Genome resource bank,
3534237,133003,Leptastrea bewickensis,2.3,Habitat & natural process restoration,
3534237,133003,Leptastrea bewickensis,1.1,Site/area protection,
3539345,133080,Acropora selago,3.2,Species recovery,
3539345,133080,Acropora selago,3.4.1,Captive breeding/artificial propagation,
3539345,133080,Acropora selago,2.1,Site/area management,
3539345,133080,Acropora selago,3.4.2,Genome resource bank,
3539345,133080,Acropora selago,2.3,Habitat & natural process restoration,
3539345,133080,Acropora selago,1.1,Site/area protection,
3540541,133010,Acropora elseyi,3.2,Species recovery,
3540541,133010,Acropora elseyi,3.4.1,Captive breeding/artificial propagation,
3540541,133010,Acropora elseyi,2.1,Site/area management,
3540541,133010,Acropora elseyi,3.4.2,Genome resource bank,
3540541,133010,Acropora elseyi,2.3,Habitat & natural process restoration,
3540541,133010,Acropora elseyi,1.1,Site/area protection,
3545567,133015,Montipora millepora,3.2,Species recovery,
3545567,133015,Montipora millepora,3.4.1,Captive breeding/artificial propagation,
3545567,133015,Montipora millepora,2.1,Site/area management,
3545567,133015,Montipora millepora,3.4.2,Genome resource bank,
3545567,133015,Montipora millepora,2.3,Habitat & natural process restoration,
3545567,133015,Montipora millepora,1.1,Site/area protection,
3561302,133101,Goniastrea minuta,3.2,Species recovery,
3561302,133101,Goniastrea minuta,3.4.1,Captive breeding/artificial propagation,
3561302,133101,Goniastrea minuta,2.1,Site/area management,
3561302,133101,Goniastrea minuta,3.4.2,Genome resource bank,
3561302,133101,Goniastrea minuta,2.3,Habitat & natural process restoration,
3561302,133101,Goniastrea minuta,1.1,Site/area protection,
3561794,133030,Acropora tutuilensis,3.2,Species recovery,
3561794,133030,Acropora tutuilensis,3.4.1,Captive breeding/artificial propagation,
3561794,133030,Acropora tutuilensis,2.1,Site/area management,
3561794,133030,Acropora tutuilensis,3.4.2,Genome resource bank,
3561794,133030,Acropora tutuilensis,2.3,Habitat & natural process restoration,
3561794,133030,Acropora tutuilensis,1.1,Site/area protection,
3562717,133031,Montipora effusa,3.2,Species recovery,
3562717,133031,Montipora effusa,3.4.1,Captive breeding/artificial propagation,
3562717,133031,Montipora effusa,2.1,Site/area management,
3562717,133031,Montipora effusa,3.4.2,Genome resource bank,
3562717,133031,Montipora effusa,2.3,Habitat & natural process restoration,
3562717,133031,Montipora effusa,1.1,Site/area protection,
3564383,133033,Acropora pulchra,3.2,Species recovery,
3564383,133033,Acropora pulchra,3.4.1,Captive breeding/artificial propagation,
3564383,133033,Acropora pulchra,2.1,Site/area management,
3564383,133033,Acropora pulchra,3.4.2,Genome resource bank,
3564383,133033,Acropora pulchra,2.3,Habitat & natural process restoration,
3564383,133033,Acropora pulchra,1.1,Site/area protection,
3566820,133035,Acropora insignis,3.2,Species recovery,
3566820,133035,Acropora insignis,3.4.1,Captive breeding/artificial propagation,
3566820,133035,Acropora insignis,2.1,Site/area management,
3566820,133035,Acropora insignis,3.4.2,Genome resource bank,
3566820,133035,Acropora insignis,2.3,Habitat & natural process restoration,
3566820,133035,Acropora insignis,1.1,Site/area protection,
3574580,133115,Acropora retusa,3.2,Species recovery,
3574580,133115,Acropora retusa,3.4.1,Captive breeding/artificial propagation,
3574580,133115,Acropora retusa,2.1,Site/area management,
3574580,133115,Acropora retusa,3.4.2,Genome resource bank,
3574580,133115,Acropora retusa,2.3,Habitat & natural process restoration,
3574580,133115,Acropora retusa,1.1,Site/area protection,
3578380,133048,Astreopora suggesta,3.2,Species recovery,
3578380,133048,Astreopora suggesta,3.4.1,Captive breeding/artificial propagation,
3578380,133048,Astreopora suggesta,2.1,Site/area management,
3578380,133048,Astreopora suggesta,3.4.2,Genome resource bank,
3578380,133048,Astreopora suggesta,2.3,Habitat & natural process restoration,
3578380,133048,Astreopora suggesta,1.1,Site/area protection,
3578932,133120,Acropora latistella,3.2,Species recovery,
3578932,133120,Acropora latistella,3.4.1,Captive breeding/artificial propagation,
3578932,133120,Acropora latistella,2.1,Site/area management,
3578932,133120,Acropora latistella,3.4.2,Genome resource bank,
3578932,133120,Acropora latistella,2.3,Habitat & natural process restoration,
3578932,133120,Acropora latistella,1.1,Site/area protection,
3592271,133068,Platygyra sinensis,3.2,Species recovery,
3592271,133068,Platygyra sinensis,3.4.1,Captive breeding/artificial propagation,
3592271,133068,Platygyra sinensis,2.1,Site/area management,
3592271,133068,Platygyra sinensis,3.4.2,Genome resource bank,
3592271,133068,Platygyra sinensis,2.3,Habitat & natural process restoration,
3592271,133068,Platygyra sinensis,1.1,Site/area protection,
3593444,133069,Astreopora cucullata,3.2,Species recovery,
3593444,133069,Astreopora cucullata,3.4.1,Captive breeding/artificial propagation,
3593444,133069,Astreopora cucullata,2.1,Site/area management,
3593444,133069,Astreopora cucullata,3.4.2,Genome resource bank,
3593444,133069,Astreopora cucullata,2.3,Habitat & natural process restoration,
3593444,133069,Astreopora cucullata,1.1,Site/area protection,
3607835,133160,Acropora austera,3.2,Species recovery,
3607835,133160,Acropora austera,3.4.1,Captive breeding/artificial propagation,
3607835,133160,Acropora austera,3.4.2,Genome resource bank,
3607835,133160,Acropora austera,2.1,Site/area management,
3607835,133160,Acropora austera,2.3,Habitat & natural process restoration,
3607835,133160,Acropora austera,1.1,Site/area protection,
3608479,133161,Platygyra contorta,3.2,Species recovery,
3608479,133161,Platygyra contorta,3.4.1,Captive breeding/artificial propagation,
3608479,133161,Platygyra contorta,2.1,Site/area management,
3608479,133161,Platygyra contorta,3.4.2,Genome resource bank,
3608479,133161,Platygyra contorta,2.3,Habitat & natural process restoration,
3608479,133161,Platygyra contorta,1.1,Site/area protection,
3612492,133170,Montipora dilatata,3.2,Species recovery,
3612492,133170,Montipora dilatata,3.4.1,Captive breeding/artificial propagation,
3612492,133170,Montipora dilatata,2.1,Site/area management,
3612492,133170,Montipora dilatata,3.4.2,Genome resource bank,
3612492,133170,Montipora dilatata,2.3,Habitat & natural process restoration,
3612492,133170,Montipora dilatata,1.1,Site/area protection,
3614541,133174,Astreopora moretonensis,3.2,Species recovery,
3614541,133174,Astreopora moretonensis,3.4.1,Captive breeding/artificial propagation,
3614541,133174,Astreopora moretonensis,2.1,Site/area management,
3614541,133174,Astreopora moretonensis,3.4.2,Genome resource bank,
3614541,133174,Astreopora moretonensis,2.3,Habitat & natural process restoration,
3614541,133174,Astreopora moretonensis,1.1,Site/area protection,
3616568,133178,Montastrea annuligera,3.2,Species recovery,
3616568,133178,Montastrea annuligera,3.4.1,Captive breeding/artificial propagation,
3616568,133178,Montastrea annuligera,2.1,Site/area management,
3616568,133178,Montastrea annuligera,3.4.2,Genome resource bank,
3616568,133178,Montastrea annuligera,2.3,Habitat & natural process restoration,
3616568,133178,Montastrea annuligera,1.1,Site/area protection,
3620185,133185,Montipora calcarea,3.2,Species recovery,
3620185,133185,Montipora calcarea,3.4.1,Captive breeding/artificial propagation,
3620185,133185,Montipora calcarea,2.1,Site/area management,
3620185,133185,Montipora calcarea,3.4.2,Genome resource bank,
3620185,133185,Montipora calcarea,2.3,Habitat & natural process restoration,
3620185,133185,Montipora calcarea,1.1,Site/area protection,
3621724,133188,Echinopora hirsutissima,3.2,Species recovery,
3621724,133188,Echinopora hirsutissima,3.4.1,Captive breeding/artificial propagation,
3621724,133188,Echinopora hirsutissima,2.1,Site/area management,
3621724,133188,Echinopora hirsutissima,3.4.2,Genome resource bank,
3621724,133188,Echinopora hirsutissima,2.3,Habitat & natural process restoration,
3621724,133188,Echinopora hirsutissima,1.1,Site/area protection,
3624060,133193,Heliopora coerulea,3.2,Species recovery,
3624060,133193,Heliopora coerulea,3.4.1,Captive breeding/artificial propagation,
3624060,133193,Heliopora coerulea,3.4.2,Genome resource bank,
3624060,133193,Heliopora coerulea,2.1,Site/area management,
3624060,133193,Heliopora coerulea,2.3,Habitat & natural process restoration,
3624060,133193,Heliopora coerulea,1.1,Site/area protection,
3625707,133196,Montipora incrassata,3.2,Species recovery,
3625707,133196,Montipora incrassata,3.4.1,Captive breeding/artificial propagation,
3625707,133196,Montipora incrassata,2.1,Site/area management,
3625707,133196,Montipora incrassata,3.4.2,Genome resource bank,
3625707,133196,Montipora incrassata,2.3,Habitat & natural process restoration,
3625707,133196,Montipora incrassata,1.1,Site/area protection,
3631022,133207,Acropora clathrata,3.2,Species recovery,
3631022,133207,Acropora clathrata,3.4.1,Captive breeding/artificial propagation,
3631022,133207,Acropora clathrata,2.1,Site/area management,
3631022,133207,Acropora clathrata,3.4.2,Genome resource bank,
3631022,133207,Acropora clathrata,2.3,Habitat & natural process restoration,
3631022,133207,Acropora clathrata,1.1,Site/area protection,
3633217,133210,Favia speciosa,3.2,Species recovery,
3633217,133210,Favia speciosa,3.4.1,Captive breeding/artificial propagation,
3633217,133210,Favia speciosa,2.1,Site/area management,
3633217,133210,Favia speciosa,3.4.2,Genome resource bank,
3633217,133210,Favia speciosa,2.3,Habitat & natural process restoration,
3633217,133210,Favia speciosa,1.1,Site/area protection,
3639848,133223,Acropora donei,3.2,Species recovery,
3639848,133223,Acropora donei,3.4.1,Captive breeding/artificial propagation,
3639848,133223,Acropora donei,2.1,Site/area management,
3639848,133223,Acropora donei,3.4.2,Genome resource bank,
3639848,133223,Acropora donei,2.3,Habitat & natural process restoration,
3639848,133223,Acropora donei,1.1,Site/area protection,
3642551,133229,Montipora flabellata,3.2,Species recovery,
3642551,133229,Montipora flabellata,3.4.1,Captive breeding/artificial propagation,
3642551,133229,Montipora flabellata,2.1,Site/area management,
3642551,133229,Montipora flabellata,3.4.2,Genome resource bank,
3642551,133229,Montipora flabellata,2.3,Habitat & natural process restoration,
3642551,133229,Montipora flabellata,1.1,Site/area protection,
3646741,133238,Montipora hispida,3.2,Species recovery,
3646741,133238,Montipora hispida,3.4.1,Captive breeding/artificial propagation,
3646741,133238,Montipora hispida,2.1,Site/area management,
3646741,133238,Montipora hispida,3.4.2,Genome resource bank,
3646741,133238,Montipora hispida,2.3,Habitat & natural process restoration,
3646741,133238,Montipora hispida,1.1,Site/area protection,
3649963,133243,Echinopora pacificus,3.2,Species recovery,
3649963,133243,Echinopora pacificus,3.4.1,Captive breeding/artificial propagation,
3649963,133243,Echinopora pacificus,2.1,Site/area management,
3649963,133243,Echinopora pacificus,3.4.2,Genome resource bank,
3649963,133243,Echinopora pacificus,2.3,Habitat & natural process restoration,
3649963,133243,Echinopora pacificus,1.1,Site/area protection,
3652463,133247,Acropora pharaonis,3.2,Species recovery,
3652463,133247,Acropora pharaonis,3.4.1,Captive breeding/artificial propagation,
3652463,133247,Acropora pharaonis,2.1,Site/area management,
3652463,133247,Acropora pharaonis,3.4.2,Genome resource bank,
3652463,133247,Acropora pharaonis,2.3,Habitat & natural process restoration,
3652463,133247,Acropora pharaonis,1.1,Site/area protection,
3655366,133252,Acropora tortuosa,3.2,Species recovery,
3655366,133252,Acropora tortuosa,3.4.1,Captive breeding/artificial propagation,
3655366,133252,Acropora tortuosa,2.1,Site/area management,
3655366,133252,Acropora tortuosa,3.4.2,Genome resource bank,
3655366,133252,Acropora tortuosa,2.3,Habitat & natural process restoration,
3655366,133252,Acropora tortuosa,1.1,Site/area protection,
3661951,133266,Acropora nobilis,3.2,Species recovery,
3661951,133266,Acropora nobilis,3.4.1,Captive breeding/artificial propagation,
3661951,133266,Acropora nobilis,2.1,Site/area management,
3661951,133266,Acropora nobilis,3.4.2,Genome resource bank,
3661951,133266,Acropora nobilis,2.3,Habitat & natural process restoration,
3661951,133266,Acropora nobilis,1.1,Site/area protection,
3664344,133271,Acropora sarmentosa,3.2,Species recovery,
3664344,133271,Acropora sarmentosa,3.4.1,Captive breeding/artificial propagation,
3664344,133271,Acropora sarmentosa,2.1,Site/area management,
3664344,133271,Acropora sarmentosa,3.4.2,Genome resource bank,
3664344,133271,Acropora sarmentosa,2.3,Habitat & natural process restoration,
3664344,133271,Acropora sarmentosa,1.1,Site/area protection,
3665366,133273,Acropora inermis,3.2,Species recovery,
3665366,133273,Acropora inermis,3.4.1,Captive breeding/artificial propagation,
3665366,133273,Acropora inermis,2.1,Site/area management,
3665366,133273,Acropora inermis,3.4.2,Genome resource bank,
3665366,133273,Acropora inermis,2.3,Habitat & natural process restoration,
3665366,133273,Acropora inermis,1.1,Site/area protection,
3667540,133278,Leptastrea pruinosa,3.2,Species recovery,
3667540,133278,Leptastrea pruinosa,3.4.1,Captive breeding/artificial propagation,
3667540,133278,Leptastrea pruinosa,2.1,Site/area management,
3667540,133278,Leptastrea pruinosa,3.4.2,Genome resource bank,
3667540,133278,Leptastrea pruinosa,2.3,Habitat & natural process restoration,
3667540,133278,Leptastrea pruinosa,1.1,Site/area protection,
3675348,133294,Acropora lokani,3.2,Species recovery,
3675348,133294,Acropora lokani,3.4.1,Captive breeding/artificial propagation,
3675348,133294,Acropora lokani,2.1,Site/area management,
3675348,133294,Acropora lokani,3.4.2,Genome resource bank,
3675348,133294,Acropora lokani,2.3,Habitat & natural process restoration,
3675348,133294,Acropora lokani,1.1,Site/area protection,
3676822,133298,Montipora turgescens,3.2,Species recovery,
3676822,133298,Montipora turgescens,3.4.1,Captive breeding/artificial propagation,
3676822,133298,Montipora turgescens,2.1,Site/area management,
3676822,133298,Montipora turgescens,3.4.2,Genome resource bank,
3676822,133298,Montipora turgescens,2.3,Habitat & natural process restoration,
3676822,133298,Montipora turgescens,1.1,Site/area protection,
3682860,133310,Leptoria irregularis,3.2,Species recovery,
3682860,133310,Leptoria irregularis,3.4.1,Captive breeding/artificial propagation,
3682860,133310,Leptoria irregularis,2.1,Site/area management,
3682860,133310,Leptoria irregularis,3.4.2,Genome resource bank,
3682860,133310,Leptoria irregularis,2.3,Habitat & natural process restoration,
3682860,133310,Leptoria irregularis,1.1,Site/area protection,
3684008,133313,Acropora cytherea,3.2,Species recovery,
3684008,133313,Acropora cytherea,3.4.1,Captive breeding/artificial propagation,
3684008,133313,Acropora cytherea,2.1,Site/area management,
3684008,133313,Acropora cytherea,3.4.2,Genome resource bank,
3684008,133313,Acropora cytherea,2.3,Habitat & natural process restoration,
3684008,133313,Acropora cytherea,1.1,Site/area protection,
3687166,133319,Acropora horrida,3.2,Species recovery,
3687166,133319,Acropora horrida,3.4.1,Captive breeding/artificial propagation,
3687166,133319,Acropora horrida,2.1,Site/area management,
3687166,133319,Acropora horrida,3.4.2,Genome resource bank,
3687166,133319,Acropora horrida,2.3,Habitat & natural process restoration,
3687166,133319,Acropora horrida,1.1,Site/area protection,
3688541,133321,Cyphastrea ocellina,3.2,Species recovery,
3688541,133321,Cyphastrea ocellina,3.4.1,Captive breeding/artificial propagation,
3688541,133321,Cyphastrea ocellina,2.1,Site/area management,
3688541,133321,Cyphastrea ocellina,3.4.2,Genome resource bank,
3688541,133321,Cyphastrea ocellina,2.3,Habitat & natural process restoration,
3688541,133321,Cyphastrea ocellina,1.1,Site/area protection,
3689003,133322,Acropora dendrum,3.2,Species recovery,
3689003,133322,Acropora dendrum,3.4.1,Captive breeding/artificial propagation,
3689003,133322,Acropora dendrum,2.1,Site/area management,
3689003,133322,Acropora dendrum,3.4.2,Genome resource bank,
3689003,133322,Acropora dendrum,2.3,Habitat & natural process restoration,
3689003,133322,Acropora dendrum,1.1,Site/area protection,
3694756,133333,Oulophyllia bennettae,3.2,Species recovery,
3694756,133333,Oulophyllia bennettae,3.4.1,Captive breeding/artificial propagation,
3694756,133333,Oulophyllia bennettae,2.1,Site/area management,
3694756,133333,Oulophyllia bennettae,3.4.2,Genome resource bank,
3694756,133333,Oulophyllia bennettae,2.3,Habitat & natural process restoration,
3694756,133333,Oulophyllia bennettae,1.1,Site/area protection,
3697011,133338,Acropora speciosa,3.2,Species recovery,
3697011,133338,Acropora speciosa,3.4.1,Captive breeding/artificial propagation,
3697011,133338,Acropora speciosa,2.1,Site/area management,
3697011,133338,Acropora speciosa,3.4.2,Genome resource bank,
3697011,133338,Acropora speciosa,2.3,Habitat & natural process restoration,
3697011,133338,Acropora speciosa,1.1,Site/area protection,
3706472,133359,Acropora microclados,3.2,Species recovery,
3706472,133359,Acropora microclados,3.4.1,Captive breeding/artificial propagation,
3706472,133359,Acropora microclados,2.1,Site/area management,
3706472,133359,Acropora microclados,3.4.2,Genome resource bank,
3706472,133359,Acropora microclados,2.3,Habitat & natural process restoration,
3706472,133359,Acropora microclados,1.1,Site/area protection,
3734638,133417,Caulastrea furcata,3.2,Species recovery,
3734638,133417,Caulastrea furcata,3.4.1,Captive breeding/artificial propagation,
3734638,133417,Caulastrea furcata,2.1,Site/area management,
3734638,133417,Caulastrea furcata,3.4.2,Genome resource bank,
3734638,133417,Caulastrea furcata,2.3,Habitat & natural process restoration,
3734638,133417,Caulastrea furcata,1.1,Site/area protection,
3737366,133422,Montipora capricornis,3.2,Species recovery,
3737366,133422,Montipora capricornis,3.4.1,Captive breeding/artificial propagation,
3737366,133422,Montipora capricornis,2.1,Site/area management,
3737366,133422,Montipora capricornis,3.4.2,Genome resource bank,
3737366,133422,Montipora capricornis,2.3,Habitat & natural process restoration,
3737366,133422,Montipora capricornis,1.1,Site/area protection,
3738458,133424,Leptastrea inaequalis,3.2,Species recovery,
3738458,133424,Leptastrea inaequalis,3.4.1,Captive breeding/artificial propagation,
3738458,133424,Leptastrea inaequalis,2.1,Site/area management,
3738458,133424,Leptastrea inaequalis,3.4.2,Genome resource bank,
3738458,133424,Leptastrea inaequalis,2.3,Habitat & natural process restoration,
3738458,133424,Leptastrea inaequalis,1.1,Site/area protection,
3743106,133433,Montipora crassituberculata,3.2,Species recovery,
3743106,133433,Montipora crassituberculata,3.4.1,Captive breeding/artificial propagation,
3743106,133433,Montipora crassituberculata,2.1,Site/area management,
3743106,133433,Montipora crassituberculata,3.4.2,Genome resource bank,
3743106,133433,Montipora crassituberculata,2.3,Habitat & natural process restoration,
3743106,133433,Montipora crassituberculata,1.1,Site/area protection,
3748279,133443,Montipora australiensis,3.2,Species recovery,
3748279,133443,Montipora australiensis,3.4.1,Captive breeding/artificial propagation,
3748279,133443,Montipora australiensis,2.1,Site/area management,
3748279,133443,Montipora australiensis,3.4.2,Genome resource bank,
3748279,133443,Montipora australiensis,2.3,Habitat & natural process restoration,
3748279,133443,Montipora australiensis,1.1,Site/area protection,
3761737,133472,Isopora crateriformis,3.2,Species recovery,
3761737,133472,Isopora crateriformis,3.4.1,Captive breeding/artificial propagation,
3761737,133472,Isopora crateriformis,2.1,Site/area management,
3761737,133472,Isopora crateriformis,3.4.2,Genome resource bank,
3761737,133472,Isopora crateriformis,2.3,Habitat & natural process restoration,
3761737,133472,Isopora crateriformis,1.1,Site/area protection,
3763341,133475,Acropora pagoensis,3.2,Species recovery,
3763341,133475,Acropora pagoensis,3.4.1,Captive breeding/artificial propagation,
3763341,133475,Acropora pagoensis,2.1,Site/area management,
3763341,133475,Acropora pagoensis,3.4.2,Genome resource bank,
3763341,133475,Acropora pagoensis,2.3,Habitat & natural process restoration,
3763341,133475,Acropora pagoensis,1.1,Site/area protection,
3765052,133479,Acropora hyacinthus,3.2,Species recovery,
3765052,133479,Acropora hyacinthus,3.4.1,Captive breeding/artificial propagation,
3765052,133479,Acropora hyacinthus,2.1,Site/area management,
3765052,133479,Acropora hyacinthus,3.4.2,Genome resource bank,
3765052,133479,Acropora hyacinthus,2.3,Habitat & natural process restoration,
3765052,133479,Acropora hyacinthus,1.1,Site/area protection,
3766092,133481,Acropora chesterfieldensis,3.2,Species recovery,
3766092,133481,Acropora chesterfieldensis,3.4.1,Captive breeding/artificial propagation,
3766092,133481,Acropora chesterfieldensis,2.1,Site/area management,
3766092,133481,Acropora chesterfieldensis,3.4.2,Genome resource bank,
3766092,133481,Acropora chesterfieldensis,2.3,Habitat & natural process restoration,
3766092,133481,Acropora chesterfieldensis,1.1,Site/area protection,
3773853,133497,Caulastrea echinulata,3.2,Species recovery,
3773853,133497,Caulastrea echinulata,3.4.1,Captive breeding/artificial propagation,
3773853,133497,Caulastrea echinulata,2.1,Site/area management,
3773853,133497,Caulastrea echinulata,3.4.2,Genome resource bank,
3773853,133497,Caulastrea echinulata,2.3,Habitat & natural process restoration,
3773853,133497,Caulastrea echinulata,1.1,Site/area protection,
3780151,133510,Favia lizardensis,3.2,Species recovery,
3780151,133510,Favia lizardensis,3.4.1,Captive breeding/artificial propagation,
3780151,133510,Favia lizardensis,2.1,Site/area management,
3780151,133510,Favia lizardensis,3.4.2,Genome resource bank,
3780151,133510,Favia lizardensis,2.3,Habitat & natural process restoration,
3780151,133510,Favia lizardensis,1.1,Site/area protection,
3781375,133513,Acropora anthocercis,3.2,Species recovery,
3781375,133513,Acropora anthocercis,3.4.1,Captive breeding/artificial propagation,
3781375,133513,Acropora anthocercis,3.4.2,Genome resource bank,
3781375,133513,Acropora anthocercis,2.1,Site/area management,
3781375,133513,Acropora anthocercis,2.3,Habitat & natural process restoration,
3781375,133513,Acropora anthocercis,1.1,Site/area protection,
3798083,133550,Acropora glauca,3.2,Species recovery,
3798083,133550,Acropora glauca,3.4.1,Captive breeding/artificial propagation,
3798083,133550,Acropora glauca,2.1,Site/area management,
3798083,133550,Acropora glauca,3.4.2,Genome resource bank,
3798083,133550,Acropora glauca,2.3,Habitat & natural process restoration,
3798083,133550,Acropora glauca,1.1,Site/area protection,
3800877,133556,Montipora spumosa,3.2,Species recovery,
3800877,133556,Montipora spumosa,3.4.1,Captive breeding/artificial propagation,
3800877,133556,Montipora spumosa,2.1,Site/area management,
3800877,133556,Montipora spumosa,3.4.2,Genome resource bank,
3800877,133556,Montipora spumosa,2.3,Habitat & natural process restoration,
3800877,133556,Montipora spumosa,1.1,Site/area protection,
3804883,133563,Montipora peltiformis,3.2,Species recovery,
3804883,133563,Montipora peltiformis,3.4.1,Captive breeding/artificial propagation,
3804883,133563,Montipora peltiformis,2.1,Site/area management,
3804883,133563,Montipora peltiformis,3.4.2,Genome resource bank,
3804883,133563,Montipora peltiformis,2.3,Habitat & natural process restoration,
3804883,133563,Montipora peltiformis,1.1,Site/area protection,
3808958,133571,Platygyra carnosus,3.2,Species recovery,
3808958,133571,Platygyra carnosus,3.4.1,Captive breeding/artificial propagation,
3808958,133571,Platygyra carnosus,2.1,Site/area management,
3808958,133571,Platygyra carnosus,3.4.2,Genome resource bank,
3808958,133571,Platygyra carnosus,2.3,Habitat & natural process restoration,
3808958,133571,Platygyra carnosus,1.1,Site/area protection,
3827924,133612,Millepora foveolata,3.2,Species recovery,
3827924,133612,Millepora foveolata,3.4.1,Captive breeding/artificial propagation,
3827924,133612,Millepora foveolata,2.1,Site/area management,
3827924,133612,Millepora foveolata,3.4.2,Genome resource bank,
3827924,133612,Millepora foveolata,2.3,Habitat & natural process restoration,
3827924,133612,Millepora foveolata,1.1,Site/area protection,
3830663,133617,Acropora jacquelineae,3.2,Species recovery,
3830663,133617,Acropora jacquelineae,3.4.1,Captive breeding/artificial propagation,
3830663,133617,Acropora jacquelineae,2.1,Site/area management,
3830663,133617,Acropora jacquelineae,3.4.2,Genome resource bank,
3830663,133617,Acropora jacquelineae,2.3,Habitat & natural process restoration,
3830663,133617,Acropora jacquelineae,1.1,Site/area protection,
3832396,133621,Acropora valenciennesi,3.2,Species recovery,
3832396,133621,Acropora valenciennesi,3.4.1,Captive breeding/artificial propagation,
3832396,133621,Acropora valenciennesi,2.1,Site/area management,
3832396,133621,Acropora valenciennesi,3.4.2,Genome resource bank,
3832396,133621,Acropora valenciennesi,2.3,Habitat & natural process restoration,
3832396,133621,Acropora valenciennesi,1.1,Site/area protection,
3833067,133622,Montipora capitata,3.2,Species recovery,
