assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
1868736,188397,Altrichthys curatus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Ongoing,
1880318,188472,Altrichthys azurelineatus,6.3,Work & other activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
1880318,188472,Altrichthys azurelineatus,11.3,Temperature extremes,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1880318,188472,Altrichthys azurelineatus,11.5,Other impacts,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1880318,188472,Altrichthys azurelineatus,9.1.1,Sewage,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1880318,188472,Altrichthys azurelineatus,9.1.2,Run-off,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1880318,188472,Altrichthys azurelineatus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Ongoing,
1888295,188528,Amblyglyphidodon batunai,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1888295,188528,Amblyglyphidodon batunai,11.3,Temperature extremes,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
1890998,188546,Amblyglyphidodon ternatensis,6.3,Work & other activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,"Slow, Significant Declines",,Ongoing,
1890998,188546,Amblyglyphidodon ternatensis,1.3,Tourism & recreation areas,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,"Slow, Significant Declines",,Ongoing,
1890998,188546,Amblyglyphidodon ternatensis,5.4.4,Unintentional effects: (large scale) [harvest],1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
1890998,188546,Amblyglyphidodon ternatensis,11.1,Habitat shifting & alteration,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,9.1.1,Sewage,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,5.4.4,Unintentional effects: (large scale) [harvest],2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,6.1,Recreational activities,2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,9.1.2,Run-off,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,1.3,Tourism & recreation areas,2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,9.3.1,Nutrient loads,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2006676,191823,Megalops atlanticus,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2246312,193605,Takifugu chinensis,9.3.2,"Soil erosion, sedimentation",,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,5.4.1,Intentional use: (subsistence/small scale) [harvest],,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,5.4.2,Intentional use: (large scale) [harvest],,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,5.4.4,Unintentional effects: (large scale) [harvest],,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,9.2.3,Type Unknown/Unrecorded,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,9.3.1,Nutrient loads,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,9.1.1,Sewage,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,9.3.3,Herbicides and pesticides,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,8.3,Introduced genetic material,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,7.2.11,Dams (size unknown),,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,7.3,Other ecosystem modifications,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,8.2,Problematic native species/diseases,,,,,,,,,Ongoing,
2246312,193605,Takifugu chinensis,9.4,Garbage & solid waste,,,,,,,,,Ongoing,
2254725,193654,Takifugu plagiocellatus,5.4.4,Unintentional effects: (large scale) [harvest],,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,5.4.2,Intentional use: (large scale) [harvest],,,,,Unknown,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,5.4.1,Intentional use: (subsistence/small scale) [harvest],,,,,Unknown,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.2.3,Type Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.3.1,Nutrient loads,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,8.2,Problematic native species/diseases,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,8.3,Introduced genetic material,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.1.1,Sewage,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.4,Garbage & solid waste,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.3.2,"Soil erosion, sedimentation",,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.3.3,Herbicides and pesticides,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,1.3,Tourism & recreation areas,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,1.2,Commercial & industrial areas,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,1.1,Housing & urban areas,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.1.2,Run-off,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,2.3.4,Scale Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,2.2.3,Scale Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,11.4,Storms & flooding,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,11.3,Temperature extremes,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,11.1,Habitat shifting & alteration,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.2.2,Seepage from mining,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,9.2.1,Oil spills,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,2.1.4,Scale Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,2.4.1,Subsistence/artisinal aquaculture,,,,,,Unknown,Unknown,,Ongoing,
2254725,193654,Takifugu plagiocellatus,2.4.2,Industrial aquaculture,,,,,,Unknown,Unknown,,Ongoing,
2263506,193706,Canthigaster marquesensis,11.3,Temperature extremes,,,,,,,,,Ongoing,
2263506,193706,Canthigaster marquesensis,11.1,Habitat shifting & alteration,,,,,,,,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.1.2,Run-off,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,11.3,Temperature extremes,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,11.1,Habitat shifting & alteration,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.3.4,Type Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.2.3,Type Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,1.3,Tourism & recreation areas,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,1.2,Commercial & industrial areas,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,1.1,Housing & urban areas,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.1.3,Type Unknown/Unrecorded,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.1.1,Sewage,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.4,Garbage & solid waste,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.2.1,Oil spills,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.2.2,Seepage from mining,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.3.1,Nutrient loads,,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.3.2,"Soil erosion, sedimentation",,,,,,Unknown,Unknown,,Ongoing,
2271548,193751,Canthigaster cyanetron,9.3.3,Herbicides and pesticides,,,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,6.2,"War, civil unrest & military exercises",1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,2.4.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,11.1,Habitat shifting & alteration,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,6.3,Work & other activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1|2.3.6|2.3.7,Species mortality|Skewed sex ratios|Reduced reproductive success,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,6.1,Recreational activities,2.2,Species disturbance,,,,Unknown,Unknown,,Ongoing,
2310398,194299,Albula glossodonta,7.3,Other ecosystem modifications,1.1,Ecosystem conversion,,,,Unknown,Unknown,,Ongoing,
2365291,19488,Rhincodon typus,5.4.4,Unintentional effects: (large scale) [harvest],2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2365291,19488,Rhincodon typus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2365291,19488,Rhincodon typus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
2365291,19488,Rhincodon typus,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),No decline,,Ongoing,
2365291,19488,Rhincodon typus,4.3,Shipping lanes,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2365291,19488,Rhincodon typus,3.1,Oil & gas drilling,2.1|2.2,Species mortality|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
2365291,19488,Rhincodon typus,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
2482164,197321,Gobiomorphus hubbsi,7.2.4,Abstraction of surface water (unknown use),1.1|2.3.7,Ecosystem conversion|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2482164,197321,Gobiomorphus hubbsi,7.3,Other ecosystem modifications,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
2482164,197321,Gobiomorphus hubbsi,7.2.9,Small dams,1.1|2.2|2.3.7,Ecosystem conversion|Species disturbance|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2482164,197321,Gobiomorphus hubbsi,7.2.8,Abstraction of ground water (unknown use),1.1|2.1,Ecosystem conversion|Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
2482366,197330,Cheimarrichthys fosteri,7.2.4,Abstraction of surface water (unknown use),1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
2482366,197330,Cheimarrichthys fosteri,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2482366,197330,Cheimarrichthys fosteri,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2482366,197330,Cheimarrichthys fosteri,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
2482366,197330,Cheimarrichthys fosteri,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Future,
2482366,197330,Cheimarrichthys fosteri,11.2,Droughts,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
2545681,198973,Anguilla borneensis,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Unknown,Causing/Could cause fluctuations,,Unknown,
2545681,198973,Anguilla borneensis,11.5,Other impacts,1.2,Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Unknown,
2545681,198973,Anguilla borneensis,3.2,Mining & quarrying,1.2,Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Unknown,
2545681,198973,Anguilla borneensis,7.2.1,Abstraction of surface water (domestic use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Unknown,
2545681,198973,Anguilla borneensis,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Unknown,
2681354,200715,Holothuria fuscogilva,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,,,,,,
2681354,200715,Holothuria fuscogilva,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,,
2867119,3764,Canthigaster rapaensis,11.3,Temperature extremes,,,,,,Unknown,Unknown,,Ongoing,
2867119,3764,Canthigaster rapaensis,11.1,Habitat shifting & alteration,,,,,,Unknown,Unknown,,Ongoing,
2898271,91209505,Squalus acanthias,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,,Majority (50-90%),,,Ongoing,
2898271,91209505,Squalus acanthias,5.4.4,Unintentional effects: (large scale) [harvest],2.1,Species mortality,,,,Majority (50-90%),,,Ongoing,
2898271,91209505,Squalus acanthias,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Majority (50-90%),,,Ongoing,
2898271,91209505,Squalus acanthias,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Majority (50-90%),,,Ongoing,
3147272,8817,Galaxias argenteus,7.3,Other ecosystem modifications,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
3147272,8817,Galaxias argenteus,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
3147272,8817,Galaxias argenteus,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,No,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
3147272,8817,Galaxias argenteus,8.1.2,Named species,2.1,Species mortality,,Salmo trutta,,Majority (50-90%),Unknown,,Ongoing,
3222951,1086,Amblyrhynchus cristatus,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3222951,1086,Amblyrhynchus cristatus,8.1.1,Unspecified species,2.1,Species mortality,,,,,,,Ongoing,
3222951,1086,Amblyrhynchus cristatus,9.2.1,Oil spills,2.1,Species mortality,,,,,,,Ongoing,
3261697,11200,Lamna nasus,5.4.2,Intentional use: (large scale) [harvest],,,,,,,,,Ongoing,
3261697,11200,Lamna nasus,5.4.4,Unintentional effects: (large scale) [harvest],,,,,,,,,Ongoing,
3261697,11200,Lamna nasus,5.4.1,Intentional use: (subsistence/small scale) [harvest],,,,,,,,,Ongoing,
3292503,11534,Lepidochelys olivacea,9.1.1,Sewage,,,,,,Minority (<50%),,,Ongoing,
3292503,11534,Lepidochelys olivacea,9.4,Garbage & solid waste,,,,,,,,,Ongoing,
3292503,11534,Lepidochelys olivacea,5.4.4,Unintentional effects: (large scale) [harvest],,,,,,Minority (<50%),Unknown,,Ongoing,
3292503,11534,Lepidochelys olivacea,6.1,Recreational activities,,,,,,Minority (<50%),No decline,,Ongoing,
3292503,11534,Lepidochelys olivacea,5.4.1,Intentional use: (subsistence/small scale) [harvest],,,,,,,,,Ongoing,
