assessmentId,internalTaxonId,scientificName,code,name,note
3571197,133040,Echinopora mammiformis,3.2,Species recovery,
3571197,133040,Echinopora mammiformis,3.4.1,Captive breeding/artificial propagation,
3571197,133040,Echinopora mammiformis,2.1,Site/area management,
3571197,133040,Echinopora mammiformis,3.4.2,Genome resource bank,
3571197,133040,Echinopora mammiformis,2.3,Habitat & natural process restoration,
3571197,133040,Echinopora mammiformis,1.1,Site/area protection,
3571758,133112,Acropora caroliniana,3.2,Species recovery,
3571758,133112,Acropora caroliniana,3.4.1,Captive breeding/artificial propagation,
3571758,133112,Acropora caroliniana,2.1,Site/area management,
3571758,133112,Acropora caroliniana,3.4.2,Genome resource bank,
3571758,133112,Acropora caroliniana,2.3,Habitat & natural process restoration,
3571758,133112,Acropora caroliniana,1.1,Site/area protection,
3574580,133115,Acropora retusa,3.2,Species recovery,
3574580,133115,Acropora retusa,3.4.1,Captive breeding/artificial propagation,
3574580,133115,Acropora retusa,2.1,Site/area management,
3574580,133115,Acropora retusa,3.4.2,Genome resource bank,
3574580,133115,Acropora retusa,2.3,Habitat & natural process restoration,
3574580,133115,Acropora retusa,1.1,Site/area protection,
3578932,133120,Acropora latistella,3.2,Species recovery,
3578932,133120,Acropora latistella,3.4.1,Captive breeding/artificial propagation,
3578932,133120,Acropora latistella,2.1,Site/area management,
3578932,133120,Acropora latistella,3.4.2,Genome resource bank,
3578932,133120,Acropora latistella,2.3,Habitat & natural process restoration,
3578932,133120,Acropora latistella,1.1,Site/area protection,
3587170,133129,Astreopora ocellata,3.2,Species recovery,
3587170,133129,Astreopora ocellata,3.4.1,Captive breeding/artificial propagation,
3587170,133129,Astreopora ocellata,2.1,Site/area management,
3587170,133129,Astreopora ocellata,3.4.2,Genome resource bank,
3587170,133129,Astreopora ocellata,2.3,Habitat & natural process restoration,
3587170,133129,Astreopora ocellata,1.1,Site/area protection,
3592271,133068,Platygyra sinensis,3.2,Species recovery,
3592271,133068,Platygyra sinensis,3.4.1,Captive breeding/artificial propagation,
3592271,133068,Platygyra sinensis,2.1,Site/area management,
3592271,133068,Platygyra sinensis,3.4.2,Genome resource bank,
3592271,133068,Platygyra sinensis,2.3,Habitat & natural process restoration,
3592271,133068,Platygyra sinensis,1.1,Site/area protection,
3593444,133069,Astreopora cucullata,3.2,Species recovery,
3593444,133069,Astreopora cucullata,3.4.1,Captive breeding/artificial propagation,
3593444,133069,Astreopora cucullata,2.1,Site/area management,
3593444,133069,Astreopora cucullata,3.4.2,Genome resource bank,
3593444,133069,Astreopora cucullata,2.3,Habitat & natural process restoration,
3593444,133069,Astreopora cucullata,1.1,Site/area protection,
3607835,133160,Acropora austera,3.2,Species recovery,
3607835,133160,Acropora austera,3.4.1,Captive breeding/artificial propagation,
3607835,133160,Acropora austera,3.4.2,Genome resource bank,
3607835,133160,Acropora austera,2.1,Site/area management,
3607835,133160,Acropora austera,2.3,Habitat & natural process restoration,
3607835,133160,Acropora austera,1.1,Site/area protection,
3614541,133174,Astreopora moretonensis,3.2,Species recovery,
3614541,133174,Astreopora moretonensis,3.4.1,Captive breeding/artificial propagation,
3614541,133174,Astreopora moretonensis,2.1,Site/area management,
3614541,133174,Astreopora moretonensis,3.4.2,Genome resource bank,
3614541,133174,Astreopora moretonensis,2.3,Habitat & natural process restoration,
3614541,133174,Astreopora moretonensis,1.1,Site/area protection,
3616568,133178,Montastrea annuligera,3.2,Species recovery,
3616568,133178,Montastrea annuligera,3.4.1,Captive breeding/artificial propagation,
3616568,133178,Montastrea annuligera,2.1,Site/area management,
3616568,133178,Montastrea annuligera,3.4.2,Genome resource bank,
3616568,133178,Montastrea annuligera,2.3,Habitat & natural process restoration,
3616568,133178,Montastrea annuligera,1.1,Site/area protection,
3618783,133182,Isopora brueggemanni,3.2,Species recovery,
3618783,133182,Isopora brueggemanni,3.4.1,Captive breeding/artificial propagation,
3618783,133182,Isopora brueggemanni,2.1,Site/area management,
3618783,133182,Isopora brueggemanni,3.4.2,Genome resource bank,
3618783,133182,Isopora brueggemanni,2.3,Habitat & natural process restoration,
3618783,133182,Isopora brueggemanni,1.1,Site/area protection,
3621724,133188,Echinopora hirsutissima,3.2,Species recovery,
3621724,133188,Echinopora hirsutissima,3.4.1,Captive breeding/artificial propagation,
3621724,133188,Echinopora hirsutissima,2.1,Site/area management,
3621724,133188,Echinopora hirsutissima,3.4.2,Genome resource bank,
3621724,133188,Echinopora hirsutissima,2.3,Habitat & natural process restoration,
3621724,133188,Echinopora hirsutissima,1.1,Site/area protection,
3624060,133193,Heliopora coerulea,3.2,Species recovery,
3624060,133193,Heliopora coerulea,3.4.1,Captive breeding/artificial propagation,
3624060,133193,Heliopora coerulea,3.4.2,Genome resource bank,
3624060,133193,Heliopora coerulea,2.1,Site/area management,
3624060,133193,Heliopora coerulea,2.3,Habitat & natural process restoration,
3624060,133193,Heliopora coerulea,1.1,Site/area protection,
3625707,133196,Montipora incrassata,3.2,Species recovery,
3625707,133196,Montipora incrassata,3.4.1,Captive breeding/artificial propagation,
3625707,133196,Montipora incrassata,2.1,Site/area management,
3625707,133196,Montipora incrassata,3.4.2,Genome resource bank,
3625707,133196,Montipora incrassata,2.3,Habitat & natural process restoration,
3625707,133196,Montipora incrassata,1.1,Site/area protection,
3631022,133207,Acropora clathrata,3.2,Species recovery,
3631022,133207,Acropora clathrata,3.4.1,Captive breeding/artificial propagation,
3631022,133207,Acropora clathrata,2.1,Site/area management,
3631022,133207,Acropora clathrata,3.4.2,Genome resource bank,
3631022,133207,Acropora clathrata,2.3,Habitat & natural process restoration,
3631022,133207,Acropora clathrata,1.1,Site/area protection,
3633217,133210,Favia speciosa,3.2,Species recovery,
3633217,133210,Favia speciosa,3.4.1,Captive breeding/artificial propagation,
3633217,133210,Favia speciosa,2.1,Site/area management,
3633217,133210,Favia speciosa,3.4.2,Genome resource bank,
3633217,133210,Favia speciosa,2.3,Habitat & natural process restoration,
3633217,133210,Favia speciosa,1.1,Site/area protection,
3639848,133223,Acropora donei,3.2,Species recovery,
3639848,133223,Acropora donei,3.4.1,Captive breeding/artificial propagation,
3639848,133223,Acropora donei,2.1,Site/area management,
3639848,133223,Acropora donei,3.4.2,Genome resource bank,
3639848,133223,Acropora donei,2.3,Habitat & natural process restoration,
3639848,133223,Acropora donei,1.1,Site/area protection,
3646741,133238,Montipora hispida,3.2,Species recovery,
3646741,133238,Montipora hispida,3.4.1,Captive breeding/artificial propagation,
3646741,133238,Montipora hispida,2.1,Site/area management,
3646741,133238,Montipora hispida,3.4.2,Genome resource bank,
3646741,133238,Montipora hispida,2.3,Habitat & natural process restoration,
3646741,133238,Montipora hispida,1.1,Site/area protection,
3651115,133245,Montipora spongodes,3.2,Species recovery,
3651115,133245,Montipora spongodes,3.4.1,Captive breeding/artificial propagation,
3651115,133245,Montipora spongodes,2.1,Site/area management,
3651115,133245,Montipora spongodes,3.4.2,Genome resource bank,
3651115,133245,Montipora spongodes,2.3,Habitat & natural process restoration,
3651115,133245,Montipora spongodes,1.1,Site/area protection,
3655366,133252,Acropora tortuosa,3.2,Species recovery,
3655366,133252,Acropora tortuosa,3.4.1,Captive breeding/artificial propagation,
3655366,133252,Acropora tortuosa,2.1,Site/area management,
3655366,133252,Acropora tortuosa,3.4.2,Genome resource bank,
3655366,133252,Acropora tortuosa,2.3,Habitat & natural process restoration,
3655366,133252,Acropora tortuosa,1.1,Site/area protection,
3659374,133260,Trachyphyllia geoffroyi,3.2,Species recovery,
3659374,133260,Trachyphyllia geoffroyi,3.4.1,Captive breeding/artificial propagation,
3659374,133260,Trachyphyllia geoffroyi,3.4.2,Genome resource bank,
3659374,133260,Trachyphyllia geoffroyi,2.1,Site/area management,
3659374,133260,Trachyphyllia geoffroyi,2.3,Habitat & natural process restoration,
3659374,133260,Trachyphyllia geoffroyi,1.1,Site/area protection,
3661951,133266,Acropora nobilis,3.2,Species recovery,
3661951,133266,Acropora nobilis,3.4.1,Captive breeding/artificial propagation,
3661951,133266,Acropora nobilis,2.1,Site/area management,
3661951,133266,Acropora nobilis,3.4.2,Genome resource bank,
3661951,133266,Acropora nobilis,2.3,Habitat & natural process restoration,
3661951,133266,Acropora nobilis,1.1,Site/area protection,
3664344,133271,Acropora sarmentosa,3.2,Species recovery,
3664344,133271,Acropora sarmentosa,3.4.1,Captive breeding/artificial propagation,
3664344,133271,Acropora sarmentosa,2.1,Site/area management,
3664344,133271,Acropora sarmentosa,3.4.2,Genome resource bank,
3664344,133271,Acropora sarmentosa,2.3,Habitat & natural process restoration,
3664344,133271,Acropora sarmentosa,1.1,Site/area protection,
3667540,133278,Leptastrea pruinosa,3.2,Species recovery,
3667540,133278,Leptastrea pruinosa,3.4.1,Captive breeding/artificial propagation,
3667540,133278,Leptastrea pruinosa,2.1,Site/area management,
3667540,133278,Leptastrea pruinosa,3.4.2,Genome resource bank,
3667540,133278,Leptastrea pruinosa,2.3,Habitat & natural process restoration,
3667540,133278,Leptastrea pruinosa,1.1,Site/area protection,
3676822,133298,Montipora turgescens,3.2,Species recovery,
3676822,133298,Montipora turgescens,3.4.1,Captive breeding/artificial propagation,
3676822,133298,Montipora turgescens,2.1,Site/area management,
3676822,133298,Montipora turgescens,3.4.2,Genome resource bank,
3676822,133298,Montipora turgescens,2.3,Habitat & natural process restoration,
3676822,133298,Montipora turgescens,1.1,Site/area protection,
3681329,133307,Favia rotundata,3.2,Species recovery,
3681329,133307,Favia rotundata,3.4.1,Captive breeding/artificial propagation,
3681329,133307,Favia rotundata,2.1,Site/area management,
3681329,133307,Favia rotundata,3.4.2,Genome resource bank,
3681329,133307,Favia rotundata,2.3,Habitat & natural process restoration,
3681329,133307,Favia rotundata,1.1,Site/area protection,
3682860,133310,Leptoria irregularis,3.2,Species recovery,
3682860,133310,Leptoria irregularis,3.4.1,Captive breeding/artificial propagation,
3682860,133310,Leptoria irregularis,2.1,Site/area management,
3682860,133310,Leptoria irregularis,3.4.2,Genome resource bank,
3682860,133310,Leptoria irregularis,2.3,Habitat & natural process restoration,
3682860,133310,Leptoria irregularis,1.1,Site/area protection,
3684008,133313,Acropora cytherea,3.2,Species recovery,
3684008,133313,Acropora cytherea,3.4.1,Captive breeding/artificial propagation,
3684008,133313,Acropora cytherea,2.1,Site/area management,
3684008,133313,Acropora cytherea,3.4.2,Genome resource bank,
3684008,133313,Acropora cytherea,2.3,Habitat & natural process restoration,
3684008,133313,Acropora cytherea,1.1,Site/area protection,
3687166,133319,Acropora horrida,3.2,Species recovery,
3687166,133319,Acropora horrida,3.4.1,Captive breeding/artificial propagation,
3687166,133319,Acropora horrida,2.1,Site/area management,
3687166,133319,Acropora horrida,3.4.2,Genome resource bank,
3687166,133319,Acropora horrida,2.3,Habitat & natural process restoration,
3687166,133319,Acropora horrida,1.1,Site/area protection,
3688042,133320,Acropora solitaryensis,3.2,Species recovery,
3688042,133320,Acropora solitaryensis,3.4.1,Captive breeding/artificial propagation,
3688042,133320,Acropora solitaryensis,2.1,Site/area management,
3688042,133320,Acropora solitaryensis,3.4.2,Genome resource bank,
3688042,133320,Acropora solitaryensis,2.3,Habitat & natural process restoration,
3688042,133320,Acropora solitaryensis,1.1,Site/area protection,
3689003,133322,Acropora dendrum,3.2,Species recovery,
3689003,133322,Acropora dendrum,3.4.1,Captive breeding/artificial propagation,
3689003,133322,Acropora dendrum,2.1,Site/area management,
3689003,133322,Acropora dendrum,3.4.2,Genome resource bank,
3689003,133322,Acropora dendrum,2.3,Habitat & natural process restoration,
3689003,133322,Acropora dendrum,1.1,Site/area protection,
3694756,133333,Oulophyllia bennettae,3.2,Species recovery,
3694756,133333,Oulophyllia bennettae,3.4.1,Captive breeding/artificial propagation,
3694756,133333,Oulophyllia bennettae,2.1,Site/area management,
3694756,133333,Oulophyllia bennettae,3.4.2,Genome resource bank,
3694756,133333,Oulophyllia bennettae,2.3,Habitat & natural process restoration,
3694756,133333,Oulophyllia bennettae,1.1,Site/area protection,
3706472,133359,Acropora microclados,3.2,Species recovery,
3706472,133359,Acropora microclados,3.4.1,Captive breeding/artificial propagation,
3706472,133359,Acropora microclados,2.1,Site/area management,
3706472,133359,Acropora microclados,3.4.2,Genome resource bank,
3706472,133359,Acropora microclados,2.3,Habitat & natural process restoration,
3706472,133359,Acropora microclados,1.1,Site/area protection,
3721615,133392,Favia laxa,3.2,Species recovery,
3721615,133392,Favia laxa,3.4.1,Captive breeding/artificial propagation,
3721615,133392,Favia laxa,2.1,Site/area management,
3721615,133392,Favia laxa,3.4.2,Genome resource bank,
3721615,133392,Favia laxa,2.3,Habitat & natural process restoration,
3721615,133392,Favia laxa,1.1,Site/area protection,
3734638,133417,Caulastrea furcata,3.2,Species recovery,
3734638,133417,Caulastrea furcata,3.4.1,Captive breeding/artificial propagation,
3734638,133417,Caulastrea furcata,2.1,Site/area management,
3734638,133417,Caulastrea furcata,3.4.2,Genome resource bank,
3734638,133417,Caulastrea furcata,2.3,Habitat & natural process restoration,
3734638,133417,Caulastrea furcata,1.1,Site/area protection,
3737366,133422,Montipora capricornis,3.2,Species recovery,
3737366,133422,Montipora capricornis,3.4.1,Captive breeding/artificial propagation,
3737366,133422,Montipora capricornis,2.1,Site/area management,
3737366,133422,Montipora capricornis,3.4.2,Genome resource bank,
3737366,133422,Montipora capricornis,2.3,Habitat & natural process restoration,
3737366,133422,Montipora capricornis,1.1,Site/area protection,
3738458,133424,Leptastrea inaequalis,3.2,Species recovery,
3738458,133424,Leptastrea inaequalis,3.4.1,Captive breeding/artificial propagation,
3738458,133424,Leptastrea inaequalis,2.1,Site/area management,
3738458,133424,Leptastrea inaequalis,3.4.2,Genome resource bank,
3738458,133424,Leptastrea inaequalis,2.3,Habitat & natural process restoration,
3738458,133424,Leptastrea inaequalis,1.1,Site/area protection,
3741135,133429,Echinopora horrida,3.2,Species recovery,
3741135,133429,Echinopora horrida,3.4.1,Captive breeding/artificial propagation,
3741135,133429,Echinopora horrida,2.1,Site/area management,
3741135,133429,Echinopora horrida,3.4.2,Genome resource bank,
3741135,133429,Echinopora horrida,2.3,Habitat & natural process restoration,
3741135,133429,Echinopora horrida,1.1,Site/area protection,
3743106,133433,Montipora crassituberculata,3.2,Species recovery,
3743106,133433,Montipora crassituberculata,3.4.1,Captive breeding/artificial propagation,
3743106,133433,Montipora crassituberculata,2.1,Site/area management,
3743106,133433,Montipora crassituberculata,3.4.2,Genome resource bank,
3743106,133433,Montipora crassituberculata,2.3,Habitat & natural process restoration,
3743106,133433,Montipora crassituberculata,1.1,Site/area protection,
3748279,133443,Montipora australiensis,3.2,Species recovery,
3748279,133443,Montipora australiensis,3.4.1,Captive breeding/artificial propagation,
3748279,133443,Montipora australiensis,2.1,Site/area management,
3748279,133443,Montipora australiensis,3.4.2,Genome resource bank,
3748279,133443,Montipora australiensis,2.3,Habitat & natural process restoration,
3748279,133443,Montipora australiensis,1.1,Site/area protection,
3751322,133450,Montipora turtlensis,3.2,Species recovery,
3751322,133450,Montipora turtlensis,3.4.1,Captive breeding/artificial propagation,
3751322,133450,Montipora turtlensis,2.1,Site/area management,
3751322,133450,Montipora turtlensis,3.4.2,Genome resource bank,
3751322,133450,Montipora turtlensis,2.3,Habitat & natural process restoration,
3751322,133450,Montipora turtlensis,1.1,Site/area protection,
3756703,133460,Montipora cocosensis,3.2,Species recovery,
3756703,133460,Montipora cocosensis,3.4.1,Captive breeding/artificial propagation,
3756703,133460,Montipora cocosensis,2.1,Site/area management,
3756703,133460,Montipora cocosensis,3.4.2,Genome resource bank,
3756703,133460,Montipora cocosensis,2.3,Habitat & natural process restoration,
3756703,133460,Montipora cocosensis,1.1,Site/area protection,
3761342,133471,Acropora bushyensis,3.2,Species recovery,
3761342,133471,Acropora bushyensis,3.4.1,Captive breeding/artificial propagation,
3761342,133471,Acropora bushyensis,3.4.2,Genome resource bank,
3761342,133471,Acropora bushyensis,2.1,Site/area management,
3761342,133471,Acropora bushyensis,2.3,Habitat & natural process restoration,
3761342,133471,Acropora bushyensis,1.1,Site/area protection,
3765052,133479,Acropora hyacinthus,3.2,Species recovery,
3765052,133479,Acropora hyacinthus,3.4.1,Captive breeding/artificial propagation,
3765052,133479,Acropora hyacinthus,2.1,Site/area management,
3765052,133479,Acropora hyacinthus,3.4.2,Genome resource bank,
3765052,133479,Acropora hyacinthus,2.3,Habitat & natural process restoration,
3765052,133479,Acropora hyacinthus,1.1,Site/area protection,
3766092,133481,Acropora chesterfieldensis,3.2,Species recovery,
3766092,133481,Acropora chesterfieldensis,3.4.1,Captive breeding/artificial propagation,
3766092,133481,Acropora chesterfieldensis,2.1,Site/area management,
3766092,133481,Acropora chesterfieldensis,3.4.2,Genome resource bank,
3766092,133481,Acropora chesterfieldensis,2.3,Habitat & natural process restoration,
3766092,133481,Acropora chesterfieldensis,1.1,Site/area protection,
3780151,133510,Favia lizardensis,3.2,Species recovery,
3780151,133510,Favia lizardensis,3.4.1,Captive breeding/artificial propagation,
3780151,133510,Favia lizardensis,2.1,Site/area management,
3780151,133510,Favia lizardensis,3.4.2,Genome resource bank,
3780151,133510,Favia lizardensis,2.3,Habitat & natural process restoration,
3780151,133510,Favia lizardensis,1.1,Site/area protection,
3781375,133513,Acropora anthocercis,3.2,Species recovery,
3781375,133513,Acropora anthocercis,3.4.1,Captive breeding/artificial propagation,
3781375,133513,Acropora anthocercis,3.4.2,Genome resource bank,
3781375,133513,Acropora anthocercis,2.1,Site/area management,
3781375,133513,Acropora anthocercis,2.3,Habitat & natural process restoration,
3781375,133513,Acropora anthocercis,1.1,Site/area protection,
3794074,133541,Isopora elizabethensis,3.2,Species recovery,
3794074,133541,Isopora elizabethensis,3.4.1,Captive breeding/artificial propagation,
3794074,133541,Isopora elizabethensis,2.1,Site/area management,
3794074,133541,Isopora elizabethensis,3.4.2,Genome resource bank,
3794074,133541,Isopora elizabethensis,2.3,Habitat & natural process restoration,
3794074,133541,Isopora elizabethensis,1.1,Site/area protection,
3796328,133547,Acropora yongei,3.2,Species recovery,
3796328,133547,Acropora yongei,3.4.1,Captive breeding/artificial propagation,
3796328,133547,Acropora yongei,2.1,Site/area management,
3796328,133547,Acropora yongei,3.4.2,Genome resource bank,
3796328,133547,Acropora yongei,2.3,Habitat & natural process restoration,
3796328,133547,Acropora yongei,1.1,Site/area protection,
3798083,133550,Acropora glauca,3.2,Species recovery,
3798083,133550,Acropora glauca,3.4.1,Captive breeding/artificial propagation,
3798083,133550,Acropora glauca,2.1,Site/area management,
3798083,133550,Acropora glauca,3.4.2,Genome resource bank,
3798083,133550,Acropora glauca,2.3,Habitat & natural process restoration,
3798083,133550,Acropora glauca,1.1,Site/area protection,
3800877,133556,Montipora spumosa,3.2,Species recovery,
3800877,133556,Montipora spumosa,3.4.1,Captive breeding/artificial propagation,
3800877,133556,Montipora spumosa,2.1,Site/area management,
3800877,133556,Montipora spumosa,3.4.2,Genome resource bank,
3800877,133556,Montipora spumosa,2.3,Habitat & natural process restoration,
3800877,133556,Montipora spumosa,1.1,Site/area protection,
3804883,133563,Montipora peltiformis,3.2,Species recovery,
3804883,133563,Montipora peltiformis,3.4.1,Captive breeding/artificial propagation,
3804883,133563,Montipora peltiformis,2.1,Site/area management,
3804883,133563,Montipora peltiformis,3.4.2,Genome resource bank,
3804883,133563,Montipora peltiformis,2.3,Habitat & natural process restoration,
3804883,133563,Montipora peltiformis,1.1,Site/area protection,
3821970,133599,Montipora undata,3.2,Species recovery,
3821970,133599,Montipora undata,3.4.1,Captive breeding/artificial propagation,
3821970,133599,Montipora undata,2.1,Site/area management,
3821970,133599,Montipora undata,3.4.2,Genome resource bank,
3821970,133599,Montipora undata,2.3,Habitat & natural process restoration,
3821970,133599,Montipora undata,1.1,Site/area protection,
3832396,133621,Acropora valenciennesi,3.2,Species recovery,
3832396,133621,Acropora valenciennesi,3.4.1,Captive breeding/artificial propagation,
3832396,133621,Acropora valenciennesi,2.1,Site/area management,
3832396,133621,Acropora valenciennesi,3.4.2,Genome resource bank,
3832396,133621,Acropora valenciennesi,2.3,Habitat & natural process restoration,
3832396,133621,Acropora valenciennesi,1.1,Site/area protection,
3845401,133647,Acropora polystoma,3.2,Species recovery,
3845401,133647,Acropora polystoma,3.4.1,Captive breeding/artificial propagation,
3845401,133647,Acropora polystoma,2.1,Site/area management,
3845401,133647,Acropora polystoma,3.4.2,Genome resource bank,
3845401,133647,Acropora polystoma,2.3,Habitat & natural process restoration,
3845401,133647,Acropora polystoma,1.1,Site/area protection,
3847939,133651,Platygyra lamellina,3.2,Species recovery,
3847939,133651,Platygyra lamellina,3.4.1,Captive breeding/artificial propagation,
3847939,133651,Platygyra lamellina,2.1,Site/area management,
3847939,133651,Platygyra lamellina,3.4.2,Genome resource bank,
3847939,133651,Platygyra lamellina,2.3,Habitat & natural process restoration,
3847939,133651,Platygyra lamellina,1.1,Site/area protection,
3849670,133654,Favites chinensis,3.2,Species recovery,
3849670,133654,Favites chinensis,3.4.1,Captive breeding/artificial propagation,
3849670,133654,Favites chinensis,2.1,Site/area management,
3849670,133654,Favites chinensis,3.4.2,Genome resource bank,
3849670,133654,Favites chinensis,2.3,Habitat & natural process restoration,
3849670,133654,Favites chinensis,1.1,Site/area protection,
3858821,133674,Montipora mollis,3.2,Species recovery,
3858821,133674,Montipora mollis,3.4.1,Captive breeding/artificial propagation,
3858821,133674,Montipora mollis,2.1,Site/area management,
3858821,133674,Montipora mollis,3.4.2,Genome resource bank,
3858821,133674,Montipora mollis,2.3,Habitat & natural process restoration,
3858821,133674,Montipora mollis,1.1,Site/area protection,
3862790,133682,Acropora subulata,3.2,Species recovery,
3862790,133682,Acropora subulata,3.4.1,Captive breeding/artificial propagation,
3862790,133682,Acropora subulata,2.1,Site/area management,
3862790,133682,Acropora subulata,3.4.2,Genome resource bank,
3862790,133682,Acropora subulata,2.3,Habitat & natural process restoration,
3862790,133682,Acropora subulata,1.1,Site/area protection,
3869980,133698,Acropora nana,3.2,Species recovery,
3869980,133698,Acropora nana,3.4.1,Captive breeding/artificial propagation,
3869980,133698,Acropora nana,2.1,Site/area management,
3869980,133698,Acropora nana,3.4.2,Genome resource bank,
3869980,133698,Acropora nana,2.3,Habitat & natural process restoration,
3869980,133698,Acropora nana,1.1,Site/area protection,
54151400,132869,Acropora florida,3.4.2,Genome resource bank,
54151400,132869,Acropora florida,2.1,Site/area management,
54151400,132869,Acropora florida,1.1,Site/area protection,
54151400,132869,Acropora florida,2.3,Habitat & natural process restoration,
54151400,132869,Acropora florida,3.4.1,Captive breeding/artificial propagation,
54151400,132869,Acropora florida,3.2,Species recovery,
54152435,132878,Favia maxima,3.2,Species recovery,
54152435,132878,Favia maxima,3.4.1,Captive breeding/artificial propagation,
54152435,132878,Favia maxima,2.1,Site/area management,
54152435,132878,Favia maxima,3.4.2,Genome resource bank,
54152435,132878,Favia maxima,2.3,Habitat & natural process restoration,
54152435,132878,Favia maxima,1.1,Site/area protection,
54154226,132883,Goniastrea australensis,3.2,Species recovery,
54154226,132883,Goniastrea australensis,3.4.1,Captive breeding/artificial propagation,
54154226,132883,Goniastrea australensis,1.1,Site/area protection,
54154226,132883,Goniastrea australensis,2.3,Habitat & natural process restoration,
