assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
3483734,132899,Favia rosaria,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3483734,132899,Favia rosaria,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3483734,132899,Favia rosaria,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3483734,132899,Favia rosaria,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3483734,132899,Favia rosaria,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3488908,132910,Acropora divaricata,8.2.2,Named species,2.1,Species mortality,,Acanthaster planci,,,,,Ongoing,
3488908,132910,Acropora divaricata,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3498522,132931,Acropora willisae,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3498522,132931,Acropora willisae,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3498522,132931,Acropora willisae,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3498522,132931,Acropora willisae,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3498522,132931,Acropora willisae,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3498522,132931,Acropora willisae,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3498522,132931,Acropora willisae,8.2.2,Named species,2.1,Species mortality,,Acanthaster planci,,,,,Ongoing,
3498522,132931,Acropora willisae,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3503904,132944,Montipora nodosa,8.2.2,Named species,2.1,Species mortality,,Acanthaster planci,,,,,Ongoing,
3503904,132944,Montipora nodosa,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3520070,132979,Favites complanata,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3520070,132979,Favites complanata,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3520070,132979,Favites complanata,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3520070,132979,Favites complanata,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3520070,132979,Favites complanata,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3520070,132979,Favites complanata,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3520070,132979,Favites complanata,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524260,132987,Echinopora gemmacea,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3524962,132988,Acropora longicyathus,8.2.2,Named species,2.1,Species mortality,,Acanthaster planci,,,,,Ongoing,
3530977,133060,Goniastrea favulus,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3530977,133060,Goniastrea favulus,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3534237,133003,Leptastrea bewickensis,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3545567,133015,Montipora millepora,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,11.3,Temperature extremes,1.2|2.1|2.2|2.3.8,Ecosystem degradation|Species mortality|Species disturbance|Other,,,,,,,Ongoing,
3545567,133015,Montipora millepora,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3545567,133015,Montipora millepora,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3545567,133015,Montipora millepora,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3545567,133015,Montipora millepora,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3545567,133015,Montipora millepora,4.3,Shipping lanes,1.2,Ecosystem degradation,,,,,,,Ongoing,
3545567,133015,Montipora millepora,8.2.2,Named species,2.1,Species mortality,,Acanthaster planci,,,,,Ongoing,
3545567,133015,Montipora millepora,8.2.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,9.5.3,Ozone,1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,11.3,Temperature extremes,2.1,Species mortality,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,11.4,Storms & flooding,1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,5.4.6,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,8.1.1,Unspecified species,2.1|2.2|2.3.2,Species mortality|Species disturbance|Competition,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3564383,133033,Acropora pulchra,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
