assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
3483734,132899,Favia rosaria,9.8.4,Lagoon,,,Suitable
3488908,132910,Acropora divaricata,9.8.2,Back Slope,,,Suitable
3488908,132910,Acropora divaricata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3488908,132910,Acropora divaricata,9.8.4,Lagoon,,,Suitable
3498522,132931,Acropora willisae,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3498522,132931,Acropora willisae,9.8.4,Lagoon,,,Suitable
3503904,132944,Montipora nodosa,9.8.1,Outer Reef Channel,,,Suitable
3503904,132944,Montipora nodosa,9.8.2,Back Slope,,,Suitable
3503904,132944,Montipora nodosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3503904,132944,Montipora nodosa,9.8.4,Lagoon,,,Suitable
3520070,132979,Favites complanata,9.8.1,Outer Reef Channel,,,Suitable
3520070,132979,Favites complanata,9.8.2,Back Slope,,,Suitable
3520070,132979,Favites complanata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3520070,132979,Favites complanata,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3520070,132979,Favites complanata,9.8.4,Lagoon,,,Suitable
3520070,132979,Favites complanata,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
3524260,132987,Echinopora gemmacea,9.8.1,Outer Reef Channel,,,Suitable
3524260,132987,Echinopora gemmacea,9.8.2,Back Slope,,,Suitable
3524260,132987,Echinopora gemmacea,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3524260,132987,Echinopora gemmacea,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3524260,132987,Echinopora gemmacea,9.8.4,Lagoon,,,Suitable
3524962,132988,Acropora longicyathus,9.8.2,Back Slope,,,Marginal
3524962,132988,Acropora longicyathus,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3524962,132988,Acropora longicyathus,9.8.4,Lagoon,,,Suitable
3530977,133060,Goniastrea favulus,9.8.1,Outer Reef Channel,,,Marginal
3530977,133060,Goniastrea favulus,9.8.2,Back Slope,,,Suitable
3530977,133060,Goniastrea favulus,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3530977,133060,Goniastrea favulus,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3530977,133060,Goniastrea favulus,9.8.4,Lagoon,,,Suitable
3530977,133060,Goniastrea favulus,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
3534237,133003,Leptastrea bewickensis,9.8.2,Back Slope,,,Suitable
3534237,133003,Leptastrea bewickensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3534237,133003,Leptastrea bewickensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3534237,133003,Leptastrea bewickensis,9.8.4,Lagoon,,,Suitable
3545567,133015,Montipora millepora,9.8.1,Outer Reef Channel,,,Marginal
3545567,133015,Montipora millepora,9.8.2,Back Slope,,,Suitable
3545567,133015,Montipora millepora,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3545567,133015,Montipora millepora,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3545567,133015,Montipora millepora,9.8.4,Lagoon,,,Suitable
3564383,133033,Acropora pulchra,9.8.2,Back Slope,,,Suitable
3564383,133033,Acropora pulchra,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3564383,133033,Acropora pulchra,9.8.4,Lagoon,,,Suitable
3571197,133040,Echinopora mammiformis,9.8.2,Back Slope,,,Suitable
3571197,133040,Echinopora mammiformis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3571197,133040,Echinopora mammiformis,9.8.4,Lagoon,,,Suitable
3571758,133112,Acropora caroliniana,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3571758,133112,Acropora caroliniana,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3571758,133112,Acropora caroliniana,9.8.4,Lagoon,,,Suitable
3574580,133115,Acropora retusa,9.8.2,Back Slope,,,Suitable
3574580,133115,Acropora retusa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3578932,133120,Acropora latistella,9.8.2,Back Slope,,,Suitable
3578932,133120,Acropora latistella,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3578932,133120,Acropora latistella,9.8.4,Lagoon,,,Suitable
3587170,133129,Astreopora ocellata,9.8.2,Back Slope,,,Marginal
3587170,133129,Astreopora ocellata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3587170,133129,Astreopora ocellata,9.8.4,Lagoon,,,Suitable
3592271,133068,Platygyra sinensis,9.8.1,Outer Reef Channel,,,Marginal
3592271,133068,Platygyra sinensis,9.8.2,Back Slope,,,Suitable
3592271,133068,Platygyra sinensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3592271,133068,Platygyra sinensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3592271,133068,Platygyra sinensis,9.8.4,Lagoon,,,Suitable
3593444,133069,Astreopora cucullata,9.8.2,Back Slope,,,Suitable
3593444,133069,Astreopora cucullata,9.8.3,Foreslope (Outer Reef Slope),,,Marginal
3593444,133069,Astreopora cucullata,9.8.4,Lagoon,,,Marginal
3607835,133160,Acropora austera,9.8.2,Back Slope,,,Marginal
3607835,133160,Acropora austera,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3607835,133160,Acropora austera,9.8.4,Lagoon,,,Suitable
3614541,133174,Astreopora moretonensis,9.8.2,Back Slope,,,Suitable
3614541,133174,Astreopora moretonensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3616568,133178,Montastrea annuligera,9.8.2,Back Slope,,,Suitable
3616568,133178,Montastrea annuligera,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3616568,133178,Montastrea annuligera,9.8.4,Lagoon,,,Suitable
3618783,133182,Isopora brueggemanni,9.8.1,Outer Reef Channel,,,Suitable
3618783,133182,Isopora brueggemanni,9.8.2,Back Slope,,,Suitable
3618783,133182,Isopora brueggemanni,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3618783,133182,Isopora brueggemanni,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3618783,133182,Isopora brueggemanni,9.8.4,Lagoon,,,Suitable
3618783,133182,Isopora brueggemanni,9.8.6,Inter-Reef Rubble Substrate,,,Unknown
3618783,133182,Isopora brueggemanni,9.8.5,Inter-Reef Soft Substrate,,,Unknown
3621724,133188,Echinopora hirsutissima,9.8.1,Outer Reef Channel,,,Marginal
3621724,133188,Echinopora hirsutissima,9.8.2,Back Slope,,,Suitable
3621724,133188,Echinopora hirsutissima,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3621724,133188,Echinopora hirsutissima,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Marginal
3621724,133188,Echinopora hirsutissima,9.8.4,Lagoon,,,Suitable
3624060,133193,Heliopora coerulea,9.8.4,Lagoon,,,Suitable
3625707,133196,Montipora incrassata,9.8.1,Outer Reef Channel,,,Suitable
3625707,133196,Montipora incrassata,9.8.2,Back Slope,,,Suitable
3625707,133196,Montipora incrassata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3625707,133196,Montipora incrassata,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3625707,133196,Montipora incrassata,9.8.4,Lagoon,,,Marginal
3631022,133207,Acropora clathrata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3631022,133207,Acropora clathrata,9.8.4,Lagoon,,,Suitable
3633217,133210,Favia speciosa,9.8.1,Outer Reef Channel,,,Suitable
3633217,133210,Favia speciosa,9.8.2,Back Slope,,,Suitable
3633217,133210,Favia speciosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3633217,133210,Favia speciosa,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3633217,133210,Favia speciosa,9.8.4,Lagoon,,,Suitable
3633217,133210,Favia speciosa,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
3639848,133223,Acropora donei,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3639848,133223,Acropora donei,9.8.4,Lagoon,,,Suitable
3646741,133238,Montipora hispida,9.8.1,Outer Reef Channel,,,Marginal
3646741,133238,Montipora hispida,9.8.2,Back Slope,,,Suitable
3646741,133238,Montipora hispida,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3646741,133238,Montipora hispida,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3646741,133238,Montipora hispida,9.8.4,Lagoon,,,Suitable
3651115,133245,Montipora spongodes,9.8.1,Outer Reef Channel,,,Marginal
3651115,133245,Montipora spongodes,9.8.2,Back Slope,,,Suitable
3651115,133245,Montipora spongodes,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3651115,133245,Montipora spongodes,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3651115,133245,Montipora spongodes,9.8.4,Lagoon,,,Suitable
3655366,133252,Acropora tortuosa,9.8.4,Lagoon,,,Suitable
3655366,133252,Acropora tortuosa,9.8.5,Inter-Reef Soft Substrate,,,Suitable
3659374,133260,Trachyphyllia geoffroyi,9.8.2,Back Slope,,,Suitable
3659374,133260,Trachyphyllia geoffroyi,9.8.6,Inter-Reef Rubble Substrate,,,Suitable
3659374,133260,Trachyphyllia geoffroyi,9.8.4,Lagoon,,,Suitable
3659374,133260,Trachyphyllia geoffroyi,9.8.5,Inter-Reef Soft Substrate,,,Suitable
3661951,133266,Acropora nobilis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3661951,133266,Acropora nobilis,9.8.4,Lagoon,,,Suitable
3664344,133271,Acropora sarmentosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3664344,133271,Acropora sarmentosa,9.8.4,Lagoon,,,Suitable
3667540,133278,Leptastrea pruinosa,9.8.1,Outer Reef Channel,,,Marginal
3667540,133278,Leptastrea pruinosa,9.8.2,Back Slope,,,Suitable
3667540,133278,Leptastrea pruinosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3667540,133278,Leptastrea pruinosa,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3667540,133278,Leptastrea pruinosa,9.8.4,Lagoon,,,Suitable
3667540,133278,Leptastrea pruinosa,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
3676822,133298,Montipora turgescens,9.8.1,Outer Reef Channel,,,Suitable
3676822,133298,Montipora turgescens,9.8.2,Back Slope,,,Suitable
3676822,133298,Montipora turgescens,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3676822,133298,Montipora turgescens,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3676822,133298,Montipora turgescens,9.8.4,Lagoon,,,Suitable
3681329,133307,Favia rotundata,9.8.2,Back Slope,,,Suitable
3681329,133307,Favia rotundata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3681329,133307,Favia rotundata,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3681329,133307,Favia rotundata,9.8.4,Lagoon,,,Suitable
3682860,133310,Leptoria irregularis,9.8.2,Back Slope,,,Suitable
3682860,133310,Leptoria irregularis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3682860,133310,Leptoria irregularis,9.8.4,Lagoon,,,Marginal
3684008,133313,Acropora cytherea,9.8.2,Back Slope,,,Suitable
3684008,133313,Acropora cytherea,9.8.3,Foreslope (Outer Reef Slope),,,Marginal
3684008,133313,Acropora cytherea,9.8.4,Lagoon,,,Suitable
3687166,133319,Acropora horrida,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3687166,133319,Acropora horrida,9.8.4,Lagoon,,,Suitable
3688042,133320,Acropora solitaryensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3688042,133320,Acropora solitaryensis,9.8.4,Lagoon,,,Suitable
3689003,133322,Acropora dendrum,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3694756,133333,Oulophyllia bennettae,9.8.2,Back Slope,,,Suitable
3694756,133333,Oulophyllia bennettae,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3694756,133333,Oulophyllia bennettae,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Marginal
3706472,133359,Acropora microclados,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3706472,133359,Acropora microclados,9.8.4,Lagoon,,,Suitable
3721615,133392,Favia laxa,9.8.2,Back Slope,,,Suitable
3721615,133392,Favia laxa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3721615,133392,Favia laxa,9.8.4,Lagoon,,,Suitable
3734638,133417,Caulastrea furcata,9.8.2,Back Slope,,,Suitable
3734638,133417,Caulastrea furcata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3734638,133417,Caulastrea furcata,9.8.4,Lagoon,,,Suitable
3734638,133417,Caulastrea furcata,9.8.5,Inter-Reef Soft Substrate,,,Suitable
3737366,133422,Montipora capricornis,9.8.2,Back Slope,,,Suitable
3737366,133422,Montipora capricornis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3737366,133422,Montipora capricornis,9.8.4,Lagoon,,,Suitable
3737366,133422,Montipora capricornis,9.8.5,Inter-Reef Soft Substrate,,,Marginal
3738458,133424,Leptastrea inaequalis,9.8.2,Back Slope,,,Suitable
3738458,133424,Leptastrea inaequalis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3738458,133424,Leptastrea inaequalis,9.8.4,Lagoon,,,Suitable
3738458,133424,Leptastrea inaequalis,9.8.6,Inter-Reef Rubble Substrate,,,Suitable
3741135,133429,Echinopora horrida,9.8.2,Back Slope,,,Suitable
3741135,133429,Echinopora horrida,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3741135,133429,Echinopora horrida,9.8.4,Lagoon,,,Suitable
3741135,133429,Echinopora horrida,9.8.5,Inter-Reef Soft Substrate,,,Marginal
3743106,133433,Montipora crassituberculata,9.8.2,Back Slope,,,Suitable
3743106,133433,Montipora crassituberculata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3743106,133433,Montipora crassituberculata,9.8.4,Lagoon,,,Suitable
3743106,133433,Montipora crassituberculata,9.8.5,Inter-Reef Soft Substrate,,,Marginal
3748279,133443,Montipora australiensis,9.8.1,Outer Reef Channel,,,Marginal
3748279,133443,Montipora australiensis,9.8.2,Back Slope,,,Suitable
3748279,133443,Montipora australiensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3748279,133443,Montipora australiensis,9.8.4,Lagoon,,,Marginal
3751322,133450,Montipora turtlensis,9.8.1,Outer Reef Channel,,,Marginal
3751322,133450,Montipora turtlensis,9.8.2,Back Slope,,,Suitable
3751322,133450,Montipora turtlensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3751322,133450,Montipora turtlensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3751322,133450,Montipora turtlensis,9.8.4,Lagoon,,,Suitable
3756703,133460,Montipora cocosensis,9.8.2,Back Slope,,,Suitable
3756703,133460,Montipora cocosensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3756703,133460,Montipora cocosensis,9.8.4,Lagoon,,,Suitable
3761342,133471,Acropora bushyensis,9.8.1,Outer Reef Channel,,,Suitable
3761342,133471,Acropora bushyensis,9.8.2,Back Slope,,,Suitable
3761342,133471,Acropora bushyensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3761342,133471,Acropora bushyensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3761342,133471,Acropora bushyensis,9.8.6,Inter-Reef Rubble Substrate,,,Unknown
3761342,133471,Acropora bushyensis,9.8.4,Lagoon,,,Suitable
3761342,133471,Acropora bushyensis,9.8.5,Inter-Reef Soft Substrate,,,Unknown
3765052,133479,Acropora hyacinthus,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3765052,133479,Acropora hyacinthus,9.8.4,Lagoon,,,Suitable
3766092,133481,Acropora chesterfieldensis,9.8.2,Back Slope,,,Suitable
3766092,133481,Acropora chesterfieldensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3766092,133481,Acropora chesterfieldensis,9.8.4,Lagoon,,,Suitable
3780151,133510,Favia lizardensis,9.8.1,Outer Reef Channel,,,Marginal
3780151,133510,Favia lizardensis,9.8.2,Back Slope,,,Suitable
3780151,133510,Favia lizardensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3780151,133510,Favia lizardensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Marginal
3780151,133510,Favia lizardensis,9.8.4,Lagoon,,,Suitable
3781375,133513,Acropora anthocercis,9.8.2,Back Slope,,,Suitable
3781375,133513,Acropora anthocercis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3781375,133513,Acropora anthocercis,9.8.4,Lagoon,,,Marginal
3794074,133541,Isopora elizabethensis,9.8,Marine Neritic - Coral Reef,Yes,,Suitable
3796328,133547,Acropora yongei,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3796328,133547,Acropora yongei,9.8.4,Lagoon,,,Suitable
3798083,133550,Acropora glauca,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3800877,133556,Montipora spumosa,9.8.2,Back Slope,,,Suitable
3800877,133556,Montipora spumosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3800877,133556,Montipora spumosa,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3800877,133556,Montipora spumosa,9.8.4,Lagoon,,,Suitable
3804883,133563,Montipora peltiformis,9.8.1,Outer Reef Channel,,,Marginal
3804883,133563,Montipora peltiformis,9.8.2,Back Slope,,,Suitable
3804883,133563,Montipora peltiformis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3804883,133563,Montipora peltiformis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3804883,133563,Montipora peltiformis,9.8.4,Lagoon,,,Suitable
3821970,133599,Montipora undata,9.8.1,Outer Reef Channel,,,Marginal
3821970,133599,Montipora undata,9.8.2,Back Slope,,,Suitable
3821970,133599,Montipora undata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3821970,133599,Montipora undata,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3821970,133599,Montipora undata,9.8.4,Lagoon,,,Suitable
3832396,133621,Acropora valenciennesi,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3832396,133621,Acropora valenciennesi,9.8.4,Lagoon,,,Suitable
3845401,133647,Acropora polystoma,9.8.2,Back Slope,,,Suitable
3845401,133647,Acropora polystoma,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3847939,133651,Platygyra lamellina,9.8.2,Back Slope,,,Suitable
3847939,133651,Platygyra lamellina,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3847939,133651,Platygyra lamellina,9.8.4,Lagoon,,,Suitable
3849670,133654,Favites chinensis,9.8.1,Outer Reef Channel,,,Suitable
3849670,133654,Favites chinensis,9.8.2,Back Slope,,,Suitable
3849670,133654,Favites chinensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3849670,133654,Favites chinensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3849670,133654,Favites chinensis,9.8.4,Lagoon,,,Suitable
3849670,133654,Favites chinensis,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
3858821,133674,Montipora mollis,9.8.1,Outer Reef Channel,,,Marginal
3858821,133674,Montipora mollis,9.8.2,Back Slope,,,Suitable
3858821,133674,Montipora mollis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3858821,133674,Montipora mollis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
3858821,133674,Montipora mollis,9.8.4,Lagoon,,,Suitable
3862790,133682,Acropora subulata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3862790,133682,Acropora subulata,9.8.4,Lagoon,,,Suitable
3869980,133698,Acropora nana,9.8.2,Back Slope,,,Suitable
3869980,133698,Acropora nana,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
3869980,133698,Acropora nana,9.8.4,Lagoon,,,Marginal
54151400,132869,Acropora florida,9.8.2,Back Slope,,,Marginal
54151400,132869,Acropora florida,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54151400,132869,Acropora florida,9.8.4,Lagoon,,,Suitable
54152435,132878,Favia maxima,9.8.5,Inter-Reef Soft Substrate,,,Marginal
54152435,132878,Favia maxima,9.8.2,Back Slope,,,Suitable
54152435,132878,Favia maxima,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54152435,132878,Favia maxima,9.8.4,Lagoon,,,Suitable
54152435,132878,Favia maxima,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54154226,132883,Goniastrea australensis,9.8.1,Outer Reef Channel,,,Marginal
54154226,132883,Goniastrea australensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54154226,132883,Goniastrea australensis,9.8.2,Back Slope,,,Suitable
54154226,132883,Goniastrea australensis,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54154226,132883,Goniastrea australensis,9.8.4,Lagoon,,,Suitable
54156250,132888,Acropora secale,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54156250,132888,Acropora secale,9.8.2,Back Slope,,,Suitable
54156250,132888,Acropora secale,9.8.4,Lagoon,,,Suitable
54161679,132922,Montastrea curta,9.8.1,Outer Reef Channel,,,Suitable
54161679,132922,Montastrea curta,9.8.4,Lagoon,,,Suitable
54161679,132922,Montastrea curta,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54161679,132922,Montastrea curta,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54161679,132922,Montastrea curta,9.8.2,Back Slope,,,Suitable
54163337,132936,Favia pallida,9.8.5,Inter-Reef Soft Substrate,,,Marginal
54163337,132936,Favia pallida,9.8.1,Outer Reef Channel,,,Suitable
54163337,132936,Favia pallida,9.8.2,Back Slope,,,Suitable
54163337,132936,Favia pallida,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54163337,132936,Favia pallida,9.8.4,Lagoon,,,Suitable
54163337,132936,Favia pallida,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54164079,132940,Acropora acuminata,9.8.4,Lagoon,,,Suitable
54164079,132940,Acropora acuminata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54164687,132948,Acropora granulosa,9.8.4,Lagoon,,,Suitable
54164687,132948,Acropora granulosa,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54168256,132969,Acropora listeri,9.8.2,Back Slope,,,Suitable
54168256,132969,Acropora listeri,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54169590,132976,Acropora loripes,9.8.2,Back Slope,,,Suitable
54169590,132976,Acropora loripes,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54169590,132976,Acropora loripes,9.8.4,Lagoon,,,Suitable
54170240,132978,Montastrea magnistellata,9.8.4,Lagoon,,,Suitable
54170240,132978,Montastrea magnistellata,9.8.1,Outer Reef Channel,,,Marginal
54170240,132978,Montastrea magnistellata,9.8.2,Back Slope,,,Suitable
54170240,132978,Montastrea magnistellata,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54170240,132978,Montastrea magnistellata,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54170883,132980,Leptoria phrygia,9.8.1,Outer Reef Channel,,,Suitable
54170883,132980,Leptoria phrygia,9.8.6,Inter-Reef Rubble Substrate,,,Unknown
54170883,132980,Leptoria phrygia,9.8.5,Inter-Reef Soft Substrate,,,Unknown
54170883,132980,Leptoria phrygia,9.8.2,Back Slope,,,Suitable
54170883,132980,Leptoria phrygia,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54170883,132980,Leptoria phrygia,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54170883,132980,Leptoria phrygia,9.8.4,Lagoon,,,Suitable
54172878,132992,Acropora humilis,9.8.2,Back Slope,,,Suitable
54172878,132992,Acropora humilis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54172878,132992,Acropora humilis,9.8.4,Lagoon,,,Marginal
54173555,132997,Montastrea valenciennesi,9.8.2,Back Slope,,,Suitable
54173555,132997,Montastrea valenciennesi,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54173555,132997,Montastrea valenciennesi,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,,,Suitable
54173555,132997,Montastrea valenciennesi,9.8.4,Lagoon,,,Suitable
54173555,132997,Montastrea valenciennesi,9.8.1,Outer Reef Channel,,,Marginal
54173555,132997,Montastrea valenciennesi,9.8.6,Inter-Reef Rubble Substrate,,,Marginal
54174146,132998,Acropora samoensis,9.8.2,Back Slope,,,Suitable
54174146,132998,Acropora samoensis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
54174146,132998,Acropora samoensis,9.8.1,Outer Reef Channel,,,Suitable
54174146,132998,Acropora samoensis,9.8.4,Lagoon,,,Suitable
54176059,133013,Acropora grandis,9.8.3,Foreslope (Outer Reef Slope),,,Suitable
