assessmentId,internalTaxonId,scientificName,code,name,note
3488412,132909,Acropora turaki,2.1,Site/area management,
3488412,132909,Acropora turaki,3.4.2,Genome resource bank,
3488412,132909,Acropora turaki,2.3,Habitat & natural process restoration,
3488412,132909,Acropora turaki,1.1,Site/area protection,
3488908,132910,Acropora divaricata,3.2,Species recovery,
3488908,132910,Acropora divaricata,3.4.1,Captive breeding/artificial propagation,
3488908,132910,Acropora divaricata,2.1,Site/area management,
3488908,132910,Acropora divaricata,3.4.2,Genome resource bank,
3488908,132910,Acropora divaricata,2.3,Habitat & natural process restoration,
3488908,132910,Acropora divaricata,1.1,Site/area protection,
3493197,132919,Acropora stoddarti,3.2,Species recovery,
3493197,132919,Acropora stoddarti,3.4.1,Captive breeding/artificial propagation,
3493197,132919,Acropora stoddarti,2.1,Site/area management,
3493197,132919,Acropora stoddarti,3.4.2,Genome resource bank,
3493197,132919,Acropora stoddarti,2.3,Habitat & natural process restoration,
3493197,132919,Acropora stoddarti,1.1,Site/area protection,
3498147,132930,Montipora gaimardi,3.2,Species recovery,
3498147,132930,Montipora gaimardi,3.4.1,Captive breeding/artificial propagation,
3498147,132930,Montipora gaimardi,2.1,Site/area management,
3498147,132930,Montipora gaimardi,3.4.2,Genome resource bank,
3498147,132930,Montipora gaimardi,2.3,Habitat & natural process restoration,
3498147,132930,Montipora gaimardi,1.1,Site/area protection,
3498522,132931,Acropora willisae,3.2,Species recovery,
3498522,132931,Acropora willisae,3.4.1,Captive breeding/artificial propagation,
3498522,132931,Acropora willisae,2.1,Site/area management,
3498522,132931,Acropora willisae,3.4.2,Genome resource bank,
3498522,132931,Acropora willisae,2.3,Habitat & natural process restoration,
3498522,132931,Acropora willisae,1.1,Site/area protection,
3499437,132933,Acropora carduus,3.2,Species recovery,
3499437,132933,Acropora carduus,3.4.1,Captive breeding/artificial propagation,
3499437,132933,Acropora carduus,2.1,Site/area management,
3499437,132933,Acropora carduus,3.4.2,Genome resource bank,
3499437,132933,Acropora carduus,2.3,Habitat & natural process restoration,
3499437,132933,Acropora carduus,1.1,Site/area protection,
3500180,132935,Acropora plumosa,3.2,Species recovery,
3500180,132935,Acropora plumosa,3.4.1,Captive breeding/artificial propagation,
3500180,132935,Acropora plumosa,2.1,Site/area management,
3500180,132935,Acropora plumosa,3.4.2,Genome resource bank,
3500180,132935,Acropora plumosa,2.3,Habitat & natural process restoration,
3500180,132935,Acropora plumosa,1.1,Site/area protection,
3503328,132942,Montipora patula,3.2,Species recovery,
3503328,132942,Montipora patula,3.4.1,Captive breeding/artificial propagation,
3503328,132942,Montipora patula,2.1,Site/area management,
3503328,132942,Montipora patula,3.4.2,Genome resource bank,
3503328,132942,Montipora patula,2.3,Habitat & natural process restoration,
3503328,132942,Montipora patula,1.1,Site/area protection,
3503904,132944,Montipora nodosa,3.2,Species recovery,
3503904,132944,Montipora nodosa,3.4.1,Captive breeding/artificial propagation,
3503904,132944,Montipora nodosa,2.1,Site/area management,
3503904,132944,Montipora nodosa,3.4.2,Genome resource bank,
3503904,132944,Montipora nodosa,2.3,Habitat & natural process restoration,
3503904,132944,Montipora nodosa,1.1,Site/area protection,
3504801,132946,Acropora lianae,3.2,Species recovery,
3504801,132946,Acropora lianae,3.4.1,Captive breeding/artificial propagation,
3504801,132946,Acropora lianae,2.1,Site/area management,
3504801,132946,Acropora lianae,3.4.2,Genome resource bank,
3504801,132946,Acropora lianae,2.3,Habitat & natural process restoration,
3504801,132946,Acropora lianae,1.1,Site/area protection,
3506667,132950,Acropora macrostoma,3.2,Species recovery,
3506667,132950,Acropora macrostoma,3.4.1,Captive breeding/artificial propagation,
3506667,132950,Acropora macrostoma,2.1,Site/area management,
3506667,132950,Acropora macrostoma,3.4.2,Genome resource bank,
3506667,132950,Acropora macrostoma,2.3,Habitat & natural process restoration,
3506667,132950,Acropora macrostoma,1.1,Site/area protection,
3507379,132952,Acropora variabilis,3.2,Species recovery,
3507379,132952,Acropora variabilis,3.4.1,Captive breeding/artificial propagation,
3507379,132952,Acropora variabilis,2.1,Site/area management,
3507379,132952,Acropora variabilis,3.4.2,Genome resource bank,
3507379,132952,Acropora variabilis,2.3,Habitat & natural process restoration,
3507379,132952,Acropora variabilis,1.1,Site/area protection,
3515966,132971,Acropora tumida,3.2,Species recovery,
3515966,132971,Acropora tumida,3.4.1,Captive breeding/artificial propagation,
3515966,132971,Acropora tumida,2.1,Site/area management,
3515966,132971,Acropora tumida,3.4.2,Genome resource bank,
3515966,132971,Acropora tumida,2.3,Habitat & natural process restoration,
3515966,132971,Acropora tumida,1.1,Site/area protection,
3516341,132972,Acropora paniculata,3.2,Species recovery,
3516341,132972,Acropora paniculata,3.4.1,Captive breeding/artificial propagation,
3516341,132972,Acropora paniculata,2.1,Site/area management,
3516341,132972,Acropora paniculata,3.4.2,Genome resource bank,
3516341,132972,Acropora paniculata,2.3,Habitat & natural process restoration,
3516341,132972,Acropora paniculata,1.1,Site/area protection,
3516876,132973,Anacropora matthai,3.2,Species recovery,
3516876,132973,Anacropora matthai,3.4.1,Captive breeding/artificial propagation,
3516876,132973,Anacropora matthai,2.1,Site/area management,
3516876,132973,Anacropora matthai,3.4.2,Genome resource bank,
3516876,132973,Anacropora matthai,2.3,Habitat & natural process restoration,
3516876,132973,Anacropora matthai,1.1,Site/area protection,
3520070,132979,Favites complanata,3.2,Species recovery,
3520070,132979,Favites complanata,3.4.1,Captive breeding/artificial propagation,
3520070,132979,Favites complanata,2.1,Site/area management,
3520070,132979,Favites complanata,3.4.2,Genome resource bank,
3520070,132979,Favites complanata,2.3,Habitat & natural process restoration,
3520070,132979,Favites complanata,1.1,Site/area protection,
3521498,132981,Acropora hemprichii,3.2,Species recovery,
3521498,132981,Acropora hemprichii,3.4.1,Captive breeding/artificial propagation,
3521498,132981,Acropora hemprichii,2.1,Site/area management,
3521498,132981,Acropora hemprichii,3.4.2,Genome resource bank,
3521498,132981,Acropora hemprichii,2.3,Habitat & natural process restoration,
3521498,132981,Acropora hemprichii,1.1,Site/area protection,
3524260,132987,Echinopora gemmacea,3.2,Species recovery,
3524260,132987,Echinopora gemmacea,3.4.1,Captive breeding/artificial propagation,
3524260,132987,Echinopora gemmacea,2.1,Site/area management,
3524260,132987,Echinopora gemmacea,3.4.2,Genome resource bank,
3524260,132987,Echinopora gemmacea,2.3,Habitat & natural process restoration,
3524260,132987,Echinopora gemmacea,1.1,Site/area protection,
3524962,132988,Acropora longicyathus,3.2,Species recovery,
3524962,132988,Acropora longicyathus,3.4.1,Captive breeding/artificial propagation,
3524962,132988,Acropora longicyathus,2.1,Site/area management,
3524962,132988,Acropora longicyathus,3.4.2,Genome resource bank,
3524962,132988,Acropora longicyathus,2.3,Habitat & natural process restoration,
3524962,132988,Acropora longicyathus,1.1,Site/area protection,
3530977,133060,Goniastrea favulus,3.2,Species recovery,
3530977,133060,Goniastrea favulus,3.4.1,Captive breeding/artificial propagation,
3530977,133060,Goniastrea favulus,2.1,Site/area management,
3530977,133060,Goniastrea favulus,3.4.2,Genome resource bank,
3530977,133060,Goniastrea favulus,2.3,Habitat & natural process restoration,
3530977,133060,Goniastrea favulus,1.1,Site/area protection,
3532888,133061,Acropora tizardi,3.2,Species recovery,
3532888,133061,Acropora tizardi,3.4.1,Captive breeding/artificial propagation,
3532888,133061,Acropora tizardi,2.1,Site/area management,
3532888,133061,Acropora tizardi,3.4.2,Genome resource bank,
3532888,133061,Acropora tizardi,2.3,Habitat & natural process restoration,
3532888,133061,Acropora tizardi,1.1,Site/area protection,
3534237,133003,Leptastrea bewickensis,3.2,Species recovery,
3534237,133003,Leptastrea bewickensis,3.4.1,Captive breeding/artificial propagation,
3534237,133003,Leptastrea bewickensis,2.1,Site/area management,
3534237,133003,Leptastrea bewickensis,3.4.2,Genome resource bank,
3534237,133003,Leptastrea bewickensis,2.3,Habitat & natural process restoration,
3534237,133003,Leptastrea bewickensis,1.1,Site/area protection,
3537466,133007,Montipora malampaya,3.2,Species recovery,
3537466,133007,Montipora malampaya,3.4.1,Captive breeding/artificial propagation,
3537466,133007,Montipora malampaya,2.1,Site/area management,
3537466,133007,Montipora malampaya,3.4.2,Genome resource bank,
3537466,133007,Montipora malampaya,2.3,Habitat & natural process restoration,
3537466,133007,Montipora malampaya,1.1,Site/area protection,
3537856,133078,Favites acuticollis,3.2,Species recovery,
3537856,133078,Favites acuticollis,3.4.1,Captive breeding/artificial propagation,
3537856,133078,Favites acuticollis,2.1,Site/area management,
3537856,133078,Favites acuticollis,3.4.2,Genome resource bank,
3537856,133078,Favites acuticollis,2.3,Habitat & natural process restoration,
3537856,133078,Favites acuticollis,1.1,Site/area protection,
3539345,133080,Acropora selago,3.2,Species recovery,
3539345,133080,Acropora selago,3.4.1,Captive breeding/artificial propagation,
3539345,133080,Acropora selago,2.1,Site/area management,
3539345,133080,Acropora selago,3.4.2,Genome resource bank,
3539345,133080,Acropora selago,2.3,Habitat & natural process restoration,
3539345,133080,Acropora selago,1.1,Site/area protection,
3540096,133081,Acropora kirstyae,3.2,Species recovery,
3540096,133081,Acropora kirstyae,3.4.1,Captive breeding/artificial propagation,
3540096,133081,Acropora kirstyae,2.1,Site/area management,
3540096,133081,Acropora kirstyae,3.4.2,Genome resource bank,
3540096,133081,Acropora kirstyae,2.3,Habitat & natural process restoration,
3540096,133081,Acropora kirstyae,1.1,Site/area protection,
3540541,133010,Acropora elseyi,3.2,Species recovery,
3540541,133010,Acropora elseyi,3.4.1,Captive breeding/artificial propagation,
3540541,133010,Acropora elseyi,2.1,Site/area management,
3540541,133010,Acropora elseyi,3.4.2,Genome resource bank,
3540541,133010,Acropora elseyi,2.3,Habitat & natural process restoration,
3540541,133010,Acropora elseyi,1.1,Site/area protection,
3545567,133015,Montipora millepora,3.2,Species recovery,
3545567,133015,Montipora millepora,3.4.1,Captive breeding/artificial propagation,
3545567,133015,Montipora millepora,2.1,Site/area management,
3545567,133015,Montipora millepora,3.4.2,Genome resource bank,
3545567,133015,Montipora millepora,2.3,Habitat & natural process restoration,
3545567,133015,Montipora millepora,1.1,Site/area protection,
3547919,133017,Acropora plana,3.2,Species recovery,
3547919,133017,Acropora plana,3.4.1,Captive breeding/artificial propagation,
3547919,133017,Acropora plana,2.1,Site/area management,
3547919,133017,Acropora plana,3.4.2,Genome resource bank,
3547919,133017,Acropora plana,2.3,Habitat & natural process restoration,
3547919,133017,Acropora plana,1.1,Site/area protection,
3548723,133018,Acropora minuta,3.2,Species recovery,
3548723,133018,Acropora minuta,3.4.1,Captive breeding/artificial propagation,
3548723,133018,Acropora minuta,2.1,Site/area management,
3548723,133018,Acropora minuta,3.4.2,Genome resource bank,
3548723,133018,Acropora minuta,2.3,Habitat & natural process restoration,
3548723,133018,Acropora minuta,1.1,Site/area protection,
3551566,133092,Astreopora incrustans,3.2,Species recovery,
3551566,133092,Astreopora incrustans,3.4.1,Captive breeding/artificial propagation,
3551566,133092,Astreopora incrustans,2.1,Site/area management,
3551566,133092,Astreopora incrustans,3.4.2,Genome resource bank,
3551566,133092,Astreopora incrustans,2.3,Habitat & natural process restoration,
3551566,133092,Astreopora incrustans,1.1,Site/area protection,
3553102,133022,Montipora niugini,3.2,Species recovery,
3553102,133022,Montipora niugini,3.4.1,Captive breeding/artificial propagation,
3553102,133022,Montipora niugini,2.1,Site/area management,
3553102,133022,Montipora niugini,3.4.2,Genome resource bank,
3553102,133022,Montipora niugini,2.3,Habitat & natural process restoration,
3553102,133022,Montipora niugini,1.1,Site/area protection,
3561302,133101,Goniastrea minuta,3.2,Species recovery,
3561302,133101,Goniastrea minuta,3.4.1,Captive breeding/artificial propagation,
3561302,133101,Goniastrea minuta,2.1,Site/area management,
3561302,133101,Goniastrea minuta,3.4.2,Genome resource bank,
3561302,133101,Goniastrea minuta,2.3,Habitat & natural process restoration,
3561302,133101,Goniastrea minuta,1.1,Site/area protection,
3561794,133030,Acropora tutuilensis,3.2,Species recovery,
3561794,133030,Acropora tutuilensis,3.4.1,Captive breeding/artificial propagation,
3561794,133030,Acropora tutuilensis,2.1,Site/area management,
3561794,133030,Acropora tutuilensis,3.4.2,Genome resource bank,
3561794,133030,Acropora tutuilensis,2.3,Habitat & natural process restoration,
3561794,133030,Acropora tutuilensis,1.1,Site/area protection,
3562717,133031,Montipora effusa,3.2,Species recovery,
3562717,133031,Montipora effusa,3.4.1,Captive breeding/artificial propagation,
3562717,133031,Montipora effusa,2.1,Site/area management,
3562717,133031,Montipora effusa,3.4.2,Genome resource bank,
3562717,133031,Montipora effusa,2.3,Habitat & natural process restoration,
3562717,133031,Montipora effusa,1.1,Site/area protection,
3563274,133103,Acropora pinguis,3.2,Species recovery,
3563274,133103,Acropora pinguis,3.4.1,Captive breeding/artificial propagation,
3563274,133103,Acropora pinguis,2.1,Site/area management,
3563274,133103,Acropora pinguis,3.4.2,Genome resource bank,
3563274,133103,Acropora pinguis,2.3,Habitat & natural process restoration,
3563274,133103,Acropora pinguis,1.1,Site/area protection,
3564383,133033,Acropora pulchra,3.2,Species recovery,
3564383,133033,Acropora pulchra,3.4.1,Captive breeding/artificial propagation,
3564383,133033,Acropora pulchra,2.1,Site/area management,
3564383,133033,Acropora pulchra,3.4.2,Genome resource bank,
3564383,133033,Acropora pulchra,2.3,Habitat & natural process restoration,
3564383,133033,Acropora pulchra,1.1,Site/area protection,
3566820,133035,Acropora insignis,3.2,Species recovery,
3566820,133035,Acropora insignis,3.4.1,Captive breeding/artificial propagation,
3566820,133035,Acropora insignis,2.1,Site/area management,
3566820,133035,Acropora insignis,3.4.2,Genome resource bank,
3566820,133035,Acropora insignis,2.3,Habitat & natural process restoration,
3566820,133035,Acropora insignis,1.1,Site/area protection,
3571197,133040,Echinopora mammiformis,3.2,Species recovery,
3571197,133040,Echinopora mammiformis,3.4.1,Captive breeding/artificial propagation,
3571197,133040,Echinopora mammiformis,2.1,Site/area management,
3571197,133040,Echinopora mammiformis,3.4.2,Genome resource bank,
3571197,133040,Echinopora mammiformis,2.3,Habitat & natural process restoration,
3571197,133040,Echinopora mammiformis,1.1,Site/area protection,
3572830,133113,Montipora cactus,3.2,Species recovery,
3572830,133113,Montipora cactus,3.4.1,Captive breeding/artificial propagation,
3572830,133113,Montipora cactus,2.1,Site/area management,
3572830,133113,Montipora cactus,3.4.2,Genome resource bank,
3572830,133113,Montipora cactus,2.3,Habitat & natural process restoration,
3572830,133113,Montipora cactus,1.1,Site/area protection,
3578380,133048,Astreopora suggesta,3.2,Species recovery,
3578380,133048,Astreopora suggesta,3.4.1,Captive breeding/artificial propagation,
3578380,133048,Astreopora suggesta,2.1,Site/area management,
3578380,133048,Astreopora suggesta,3.4.2,Genome resource bank,
3578380,133048,Astreopora suggesta,2.3,Habitat & natural process restoration,
3578380,133048,Astreopora suggesta,1.1,Site/area protection,
3578932,133120,Acropora latistella,3.2,Species recovery,
3578932,133120,Acropora latistella,3.4.1,Captive breeding/artificial propagation,
3578932,133120,Acropora latistella,2.1,Site/area management,
3578932,133120,Acropora latistella,3.4.2,Genome resource bank,
3578932,133120,Acropora latistella,2.3,Habitat & natural process restoration,
3578932,133120,Acropora latistella,1.1,Site/area protection,
3580548,133050,Acropora vermiculata,3.2,Species recovery,
3580548,133050,Acropora vermiculata,3.4.1,Captive breeding/artificial propagation,
3580548,133050,Acropora vermiculata,2.1,Site/area management,
3580548,133050,Acropora vermiculata,3.4.2,Genome resource bank,
3580548,133050,Acropora vermiculata,2.3,Habitat & natural process restoration,
3580548,133050,Acropora vermiculata,1.1,Site/area protection,
3583402,133125,Acropora fenneri,3.2,Species recovery,
3583402,133125,Acropora fenneri,3.4.1,Captive breeding/artificial propagation,
3583402,133125,Acropora fenneri,2.1,Site/area management,
3583402,133125,Acropora fenneri,3.4.2,Genome resource bank,
3583402,133125,Acropora fenneri,2.3,Habitat & natural process restoration,
3583402,133125,Acropora fenneri,1.1,Site/area protection,
3586482,133128,Acropora pruinosa,3.2,Species recovery,
3586482,133128,Acropora pruinosa,3.4.1,Captive breeding/artificial propagation,
3586482,133128,Acropora pruinosa,2.1,Site/area management,
3586482,133128,Acropora pruinosa,3.4.2,Genome resource bank,
3586482,133128,Acropora pruinosa,2.3,Habitat & natural process restoration,
3586482,133128,Acropora pruinosa,1.1,Site/area protection,
3587170,133129,Astreopora ocellata,3.2,Species recovery,
3587170,133129,Astreopora ocellata,3.4.1,Captive breeding/artificial propagation,
3587170,133129,Astreopora ocellata,2.1,Site/area management,
3587170,133129,Astreopora ocellata,3.4.2,Genome resource bank,
3587170,133129,Astreopora ocellata,2.3,Habitat & natural process restoration,
3587170,133129,Astreopora ocellata,1.1,Site/area protection,
3588650,133059,Platygyra verweyi,3.2,Species recovery,
3588650,133059,Platygyra verweyi,3.4.1,Captive breeding/artificial propagation,
3588650,133059,Platygyra verweyi,2.1,Site/area management,
3588650,133059,Platygyra verweyi,3.4.2,Genome resource bank,
3588650,133059,Platygyra verweyi,2.3,Habitat & natural process restoration,
3588650,133059,Platygyra verweyi,1.1,Site/area protection,
3589759,133131,Montipora friabilis,3.2,Species recovery,
3589759,133131,Montipora friabilis,3.4.1,Captive breeding/artificial propagation,
3589759,133131,Montipora friabilis,2.1,Site/area management,
3589759,133131,Montipora friabilis,3.4.2,Genome resource bank,
3589759,133131,Montipora friabilis,2.3,Habitat & natural process restoration,
3589759,133131,Montipora friabilis,1.1,Site/area protection,
3591441,133067,Platygyra yaeyamaensis,3.2,Species recovery,
3591441,133067,Platygyra yaeyamaensis,3.4.1,Captive breeding/artificial propagation,
3591441,133067,Platygyra yaeyamaensis,2.1,Site/area management,
3591441,133067,Platygyra yaeyamaensis,3.4.2,Genome resource bank,
3591441,133067,Platygyra yaeyamaensis,2.3,Habitat & natural process restoration,
3591441,133067,Platygyra yaeyamaensis,1.1,Site/area protection,
3591848,133133,Acropora abrolhosensis,3.2,Species recovery,
3591848,133133,Acropora abrolhosensis,3.4.1,Captive breeding/artificial propagation,
3591848,133133,Acropora abrolhosensis,3.4.2,Genome resource bank,
3591848,133133,Acropora abrolhosensis,2.1,Site/area management,
3591848,133133,Acropora abrolhosensis,2.3,Habitat & natural process restoration,
3591848,133133,Acropora abrolhosensis,1.1,Site/area protection,
3592271,133068,Platygyra sinensis,3.2,Species recovery,
3592271,133068,Platygyra sinensis,3.4.1,Captive breeding/artificial propagation,
3592271,133068,Platygyra sinensis,2.1,Site/area management,
3592271,133068,Platygyra sinensis,3.4.2,Genome resource bank,
3592271,133068,Platygyra sinensis,2.3,Habitat & natural process restoration,
3592271,133068,Platygyra sinensis,1.1,Site/area protection,
3593444,133069,Astreopora cucullata,3.2,Species recovery,
3593444,133069,Astreopora cucullata,3.4.1,Captive breeding/artificial propagation,
3593444,133069,Astreopora cucullata,2.1,Site/area management,
3593444,133069,Astreopora cucullata,3.4.2,Genome resource bank,
3593444,133069,Astreopora cucullata,2.3,Habitat & natural process restoration,
3593444,133069,Astreopora cucullata,1.1,Site/area protection,
3598100,133074,Goniastrea deformis,3.2,Species recovery,
3598100,133074,Goniastrea deformis,3.4.1,Captive breeding/artificial propagation,
3598100,133074,Goniastrea deformis,2.1,Site/area management,
3598100,133074,Goniastrea deformis,3.4.2,Genome resource bank,
3598100,133074,Goniastrea deformis,2.3,Habitat & natural process restoration,
3598100,133074,Goniastrea deformis,1.1,Site/area protection,
3607835,133160,Acropora austera,3.2,Species recovery,
3607835,133160,Acropora austera,3.4.1,Captive breeding/artificial propagation,
3607835,133160,Acropora austera,3.4.2,Genome resource bank,
3607835,133160,Acropora austera,2.1,Site/area management,
3607835,133160,Acropora austera,2.3,Habitat & natural process restoration,
3607835,133160,Acropora austera,1.1,Site/area protection,
3608479,133161,Platygyra contorta,3.2,Species recovery,
3608479,133161,Platygyra contorta,3.4.1,Captive breeding/artificial propagation,
3608479,133161,Platygyra contorta,2.1,Site/area management,
3608479,133161,Platygyra contorta,3.4.2,Genome resource bank,
3608479,133161,Platygyra contorta,2.3,Habitat & natural process restoration,
3608479,133161,Platygyra contorta,1.1,Site/area protection,
3609003,133162,Montastrea salebrosa,3.2,Species recovery,
3609003,133162,Montastrea salebrosa,3.4.1,Captive breeding/artificial propagation,
3609003,133162,Montastrea salebrosa,2.1,Site/area management,
3609003,133162,Montastrea salebrosa,3.4.2,Genome resource bank,
3609003,133162,Montastrea salebrosa,2.3,Habitat & natural process restoration,
3609003,133162,Montastrea salebrosa,1.1,Site/area protection,
3609729,133164,Acropora russelli,3.2,Species recovery,
3609729,133164,Acropora russelli,3.4.1,Captive breeding/artificial propagation,
3609729,133164,Acropora russelli,2.1,Site/area management,
3609729,133164,Acropora russelli,3.4.2,Genome resource bank,
3609729,133164,Acropora russelli,2.3,Habitat & natural process restoration,
3609729,133164,Acropora russelli,1.1,Site/area protection,
3612492,133170,Montipora dilatata,3.2,Species recovery,
3612492,133170,Montipora dilatata,3.4.1,Captive breeding/artificial propagation,
3612492,133170,Montipora dilatata,2.1,Site/area management,
3612492,133170,Montipora dilatata,3.4.2,Genome resource bank,
3612492,133170,Montipora dilatata,2.3,Habitat & natural process restoration,
3612492,133170,Montipora dilatata,1.1,Site/area protection,
3616568,133178,Montastrea annuligera,3.2,Species recovery,
3616568,133178,Montastrea annuligera,3.4.1,Captive breeding/artificial propagation,
3616568,133178,Montastrea annuligera,2.1,Site/area management,
3616568,133178,Montastrea annuligera,3.4.2,Genome resource bank,
3616568,133178,Montastrea annuligera,2.3,Habitat & natural process restoration,
3616568,133178,Montastrea annuligera,1.1,Site/area protection,
3618783,133182,Isopora brueggemanni,3.2,Species recovery,
3618783,133182,Isopora brueggemanni,3.4.1,Captive breeding/artificial propagation,
3618783,133182,Isopora brueggemanni,2.1,Site/area management,
3618783,133182,Isopora brueggemanni,3.4.2,Genome resource bank,
3618783,133182,Isopora brueggemanni,2.3,Habitat & natural process restoration,
3618783,133182,Isopora brueggemanni,1.1,Site/area protection,
3621724,133188,Echinopora hirsutissima,3.2,Species recovery,
3621724,133188,Echinopora hirsutissima,3.4.1,Captive breeding/artificial propagation,
3621724,133188,Echinopora hirsutissima,2.1,Site/area management,
3621724,133188,Echinopora hirsutissima,3.4.2,Genome resource bank,
3621724,133188,Echinopora hirsutissima,2.3,Habitat & natural process restoration,
3621724,133188,Echinopora hirsutissima,1.1,Site/area protection,
3622351,133189,Acropora meridiana,3.2,Species recovery,
3622351,133189,Acropora meridiana,3.4.1,Captive breeding/artificial propagation,
3622351,133189,Acropora meridiana,2.1,Site/area management,
3622351,133189,Acropora meridiana,3.4.2,Genome resource bank,
3622351,133189,Acropora meridiana,2.3,Habitat & natural process restoration,
3622351,133189,Acropora meridiana,1.1,Site/area protection,
3622829,133190,Montipora vietnamensis,3.2,Species recovery,
3622829,133190,Montipora vietnamensis,3.4.1,Captive breeding/artificial propagation,
3622829,133190,Montipora vietnamensis,2.1,Site/area management,
3622829,133190,Montipora vietnamensis,3.4.2,Genome resource bank,
3622829,133190,Montipora vietnamensis,2.3,Habitat & natural process restoration,
3622829,133190,Montipora vietnamensis,1.1,Site/area protection,
3623220,133191,Montipora porites,3.2,Species recovery,
3623220,133191,Montipora porites,3.4.1,Captive breeding/artificial propagation,
3623220,133191,Montipora porites,2.1,Site/area management,
3623220,133191,Montipora porites,3.4.2,Genome resource bank,
3623220,133191,Montipora porites,2.3,Habitat & natural process restoration,
3623220,133191,Montipora porites,1.1,Site/area protection,
3624060,133193,Heliopora coerulea,3.2,Species recovery,
3624060,133193,Heliopora coerulea,3.4.1,Captive breeding/artificial propagation,
3624060,133193,Heliopora coerulea,3.4.2,Genome resource bank,
3624060,133193,Heliopora coerulea,2.1,Site/area management,
3624060,133193,Heliopora coerulea,2.3,Habitat & natural process restoration,
3624060,133193,Heliopora coerulea,1.1,Site/area protection,
3624773,133194,Montipora digitata,3.2,Species recovery,
3624773,133194,Montipora digitata,3.4.1,Captive breeding/artificial propagation,
3624773,133194,Montipora digitata,2.1,Site/area management,
3624773,133194,Montipora digitata,3.4.2,Genome resource bank,
3624773,133194,Montipora digitata,2.3,Habitat & natural process restoration,
3624773,133194,Montipora digitata,1.1,Site/area protection,
3625707,133196,Montipora incrassata,3.2,Species recovery,
3625707,133196,Montipora incrassata,3.4.1,Captive breeding/artificial propagation,
3625707,133196,Montipora incrassata,2.1,Site/area management,
